row_label_raw,row_label_full,col_0,Tại ngày 31/12/2021,Tại ngày 31/12/2021_1,Tại ngày 01/01/2021,Tại ngày 01/01/2021_1,numeric__Tại ngày 31/12/2021,numeric__Tại ngày 31/12/2021_1,numeric__Tại ngày 01/01/2021,numeric__Tại ngày 01/01/2021_1
,,,VND,VND,VND,VND,,,,
,,,Giá gốc,Giá trị có thể thu hồi,Giá gốc,Giá trị có thể thu hồi,,,,
"Bãi chôn lắp chất thải an toàn, chất thải sinh hoạt","Bãi chôn lắp chất thải an toàn, chất thải sinh hoạt","Bãi chôn lắp chất thải an toàn, chất thải sinh hoạt",32.288.469.398,32.288.469.398,43.910.932.084,43.910.932.084,32288469398.0,32288469398.0,43910932084.0,43910932084.0
