row_label_raw,row_label_full,col_0,Tại ngày31/12/2021VND,Tại ngày01/01/2021VND,numeric__Tại ngày31/12/2021VND,numeric__Tại ngày01/01/2021VND
Chi phí đền bù giải phóng mặt bằng và chi phí đầu tư hạ tầng Khu công nghiệp Châu Đức,Chi phí đền bù giải phóng mặt bằng và chi phí đầu tư hạ tầng Khu công nghiệp Châu Đức,Chi phí đền bù giải phóng mặt bằng và chi phí đầu tư hạ tầng Khu công nghiệp Châu Đức,4.411.024.485.851,3.553.398.893.659,4411024485851.0,3553398893659.0
Dự án Golf Châu Đức,Dự án Golf Châu Đức,Dự án Golf Châu Đức,427.954.380.817,193.736.801.331,427954380817.0,193736801331.0
Chi phí mở rộng Cảng Đồng Nai giai đoạn 2,Chi phí mở rộng Cảng Đồng Nai giai đoạn 2,Chi phí mở rộng Cảng Đồng Nai giai đoạn 2,221.179.562.785,180.745.009.225,221179562785.0,180745009225.0
Dự án Cụm công nghiệp Long Phước,Dự án Cụm công nghiệp Long Phước,Dự án Cụm công nghiệp Long Phước,215.486.820.641,36.980.102.415,215486820641.0,36980102415.0
Dự án cấp nước Nhơn Trạch,Dự án cấp nước Nhơn Trạch,Dự án cấp nước Nhơn Trạch,105.636.735.409,105.544.349.019,105636735409.0,105544349019.0
Dự án Khu công nghiệp Long Thành,Dự án Khu công nghiệp Long Thành,Dự án Khu công nghiệp Long Thành,92.039.546.039,2.015.650.145,92039546039.0,2015650145.0
Dự án Khu công nghiệp Nhơn Trạch 2,Dự án Khu công nghiệp Nhơn Trạch 2,Dự án Khu công nghiệp Nhơn Trạch 2,90.549.072.099,69.867.350.716,90549072099.0,69867350716.0
Công trình xử lý rác Huyện Quang Trung,Công trình xử lý rác Huyện Quang Trung,Công trình xử lý rác Huyện Quang Trung,73.786.759.315,70.804.954.004,73786759315.0,70804954004.0
Công trình xử lý rác Huyện Vĩnh Cửu,Công trình xử lý rác Huyện Vĩnh Cửu,Công trình xử lý rác Huyện Vĩnh Cửu,56.881.703.602,131.637.331.392,56881703602.0,131637331392.0
Chi phí xây dựng cơ bản dở dang khác,Chi phí xây dựng cơ bản dở dang khác,Chi phí xây dựng cơ bản dở dang khác,275.442.506.094,218.797.949.391,275442506094.0,218797949391.0
Cộng,Cộng,Cộng,5.969.981.572.652,4.563.528.391.297,5969981572652.0,4563528391297.0
