row_label_raw,row_label_full,Đối tượng > Công ty Cổ phầnTải chính Điện lực > Ngân hàng Phát triển Châu Á > Ngân hàng Nông nghiệp và Phát triển Nông thôn,Số cuối năm > VND > 701.049.302.450 > 444.455.895.345 > 156.124.100.164,Số cuối năm > Nguyên tệ > 4.005.996.014 JPY > 16.848.214 USD > 156.124.100.164 VND,"Lãi suất/năm > 1,11% - 1,6% > Lãi suất tham chiếu được quy định trong hợp đồng cộng biên độ từ 2,5%. Lãi suất áp dụng trong năm là 2,5% - 5,4%. > Lãi suất được tính bằng lãi suất tiền gửi tiết kiệm 12 tháng cộng biên độ 2,5%/năm. Lãi suất áp dụng trong năm là 6,7%.",Kỳ hạn trả gốc và lãi > Đáo hạn vào ngày 20 tháng 1 năm 2039.Trả gốc từng phần và lãi 6 tháng/lần. > Đáo hạn vào ngày 15 tháng 9 năm 2034.Trả gốc từng phần và lãi 6 tháng/lần. > Đáo hạn vào ngày 23 tháng 4 năm 2034.Trả gốc từng phần và lãi 6 tháng/lần.,"Hình thức đảm bảo > Tài sản hình thành từ vốn vay và tài sản hiện hữu của Nhà máy Thủy điện Đa Nhim với công suất lắp máy 160MW và Dự án mở rộng Nhà máy Thủy điện Đa Nhim với công suất lắp máy 80 MW của Công ty.Khoản vay được bảo lãnh trả nợ vay bởi Tổng Công ty Phát điện 1 - Công ty mẹ của Công ty. > Các khoản tiền gửi của Công ty tại Ngân hàng TMCP Đầu tư và Phát triển Việt Nam như trình bày ở Thuyết minh số 5.Tài sản cố định là các tấm pin mặt trời, máy biến tally và trạm biến áp của dự án Nhà máy điện mặt trời Đa Mi của Công ty Cổ phần Thủy điện Đa Nhim – Hàm Thuận – Đa Mi. > Tài sản hình thành từ vốn vay của Nhà máy Thủy điện Hạ Sông Pha 1 và 2 của Công ty Cổ phần Thủy điện Hạ Sông Pha.",numeric__Số cuối năm > VND > 701.049.302.450 > 444.455.895.345 > 156.124.100.164,numeric__Số cuối năm > Nguyên tệ > 4.005.996.014 JPY > 16.848.214 USD > 156.124.100.164 VND,"numeric__Lãi suất/năm > 1,11% - 1,6% > Lãi suất tham chiếu được quy định trong hợp đồng cộng biên độ từ 2,5%. Lãi suất áp dụng trong năm là 2,5% - 5,4%. > Lãi suất được tính bằng lãi suất tiền gửi tiết kiệm 12 tháng cộng biên độ 2,5%/năm. Lãi suất áp dụng trong năm là 6,7%.",numeric__Kỳ hạn trả gốc và lãi > Đáo hạn vào ngày 20 tháng 1 năm 2039.Trả gốc từng phần và lãi 6 tháng/lần. > Đáo hạn vào ngày 15 tháng 9 năm 2034.Trả gốc từng phần và lãi 6 tháng/lần. > Đáo hạn vào ngày 23 tháng 4 năm 2034.Trả gốc từng phần và lãi 6 tháng/lần.,"numeric__Hình thức đảm bảo > Tài sản hình thành từ vốn vay và tài sản hiện hữu của Nhà máy Thủy điện Đa Nhim với công suất lắp máy 160MW và Dự án mở rộng Nhà máy Thủy điện Đa Nhim với công suất lắp máy 80 MW của Công ty.Khoản vay được bảo lãnh trả nợ vay bởi Tổng Công ty Phát điện 1 - Công ty mẹ của Công ty. > Các khoản tiền gửi của Công ty tại Ngân hàng TMCP Đầu tư và Phát triển Việt Nam như trình bày ở Thuyết minh số 5.Tài sản cố định là các tấm pin mặt trời, máy biến tally và trạm biến áp của dự án Nhà máy điện mặt trời Đa Mi của Công ty Cổ phần Thủy điện Đa Nhim – Hàm Thuận – Đa Mi. > Tài sản hình thành từ vốn vay của Nhà máy Thủy điện Hạ Sông Pha 1 và 2 của Công ty Cổ phần Thủy điện Hạ Sông Pha."
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.301.629.297.959,,,,,1301629297959.0,,,,
Trong đó:- Vay dài hạn đến hạn trả- Vay dài hạn,Trong đó:- Vay dài hạn đến hạn trả- Vay dài hạn,Trong đó:- Vay dài hạn đến hạn trả- Vay dài hạn,123.935.827.2241.177.693.470.735,,,,,1.2393582722411777e+24,,,,
