row_label_raw,row_label_full,col_0,Đơn vị tính: VND > Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Đơn vị tính: VND > Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
"Cổ tức, lợi nhuận phải trả","Cổ tức, lợi nhuận phải trả","Cổ tức, lợi nhuận phải trả",591.660.000.000,507.080.000.000,591660000000.0,507080000000.0
Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,449.396.887,1.585.171.333,449396887.0,1585171333.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,592.109.396.887,508.665.171.333,592109396887.0,508665171333.0
