row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
100,100,100,A. TÀI SẢN NGÂN HẠN,,2.820.600.507.517,2.457.645.874.852,,,2820600507517.0,2457645874852.0
110,110,110,I. Tiền và các khoản tương đương tiền,4,691.122.028.395,604.583.867.007,,4.0,691122028395.0,604583867007.0
111,111,111,1. Tiền,,9.614.990.695,9.934.550.077,,,9614990695.0,9934550077.0
112,112,112,2. Các khoản tương đương tiền,,681.507.037.700,594.649.316.930,,,681507037700.0,594649316930.0
120,120,120,II. Đầu tư tài chính ngắn hạn,,1.370.308.400.000,930.200.000.000,,,1370308400000.0,930200000000.0
123,123,123,1. Đầu tư nằm giữ đến ngày đáo hạn,5,1.370.308.400.000,930.200.000.000,,5.0,1370308400000.0,930200000000.0
130,130,130,III. Các khoản phải thu ngắn hạn,,748.097.034.476,908.079.273.402,,,748097034476.0,908079273402.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,6,709.610.555.095,871.600.090.421,,6.0,709610555095.0,871600090421.0
132,132,132,2. Trả trước cho người bán ngắn hạn,,7.450.254.519,5.569.016.294,,,7450254519.0,5569016294.0
136,136,136,3. Phải thu ngắn hạn khác,7,33.121.574.295,33.247.789.720,,7.0,33121574295.0,33247789720.0
137,137,137,4. Dự phòng phải thu ngắn hạn khó đòi,6,(2.085.349.433),(2.337.623.033),,6.0,-2085349433.0,-2337623033.0
140,140,140,IV. Hàng tồn kho,9,9.303.950.583,14.410.440.031,,9.0,9303950583.0,14410440031.0
141,141,141,1. Hàng tồn kho,,9.303.950.583,14.410.440.031,,,9303950583.0,14410440031.0
150,150,150,V. Tài sản ngắn hạn khác,,1.769.094.063,372.294.412,,,1769094063.0,372294412.0
151,151,151,1. Chi phí trả trước ngắn hạn,13,893.076.330,372.294.412,,13.0,893076330.0,372294412.0
153,153,153,2. Thuế và các khoản phải thu Nhà nước,,876.017.733,-,,,876017733.0,
