row_label_raw,row_label_full,col_0,Giá gốc (VND),Giá trị hợp lý (VND),Tỷ lệ sở hữu (%),Tỷ lệ biểu quyết (%),Giá gốc (VND)_1,Giá trị hợp lý (VND)_1,Tỷ lệ sở hữu (%)_1,Tỷ lệ biểu quyết (%)_1,numeric__Giá gốc (VND),numeric__Giá trị hợp lý (VND),numeric__Tỷ lệ sở hữu (%),numeric__Tỷ lệ biểu quyết (%),numeric__Giá gốc (VND)_1,numeric__Giá trị hợp lý (VND)_1,numeric__Tỷ lệ sở hữu (%)_1,numeric__Tỷ lệ biểu quyết (%)_1
Công ty Cổ phần Thủy điện A,Công ty Cổ phần Thủy điện A,Công ty Cổ phần Thủy điện A,24.560.000.000,120.344.000.000,"3,27","3,27",24.560.000.000,149.328.095.100,"3,27","3,27",24560000000.0,120344000000.0,3.27,3.27,24560000000.0,149328095100.0,3.27,3.27
Vương Công ty Cổ phần Thủy điện Sống Ba Hạ,Vương Công ty Cổ phần Thủy điện Sống Ba Hạ,Vương Công ty Cổ phần Thủy điện Sống Ba Hạ,12.800.000.000,56.192.000.000,"1,03","1,03",12.800.000.000,73.984.000.000,"1,03","1,03",12800000000.0,56192000000.0,1.03,1.03,12800000000.0,73984000000.0,1.03,1.03
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,37.360.000.000,176.536.000.000,,,37.360.000.000,223.312.095.100,,,37360000000.0,176536000000.0,,,37360000000.0,223312095100.0,,
