row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
01,01,01,1. Doanh thu phát điện và cung cấp dịch vụ,21.1,2.284.689.908.294,2.080.599.352.666,,211.0,2284689908294.0,2080599352666.0
02,02,02,2. Các khoản giảm trừ doanh thu,21.1,-,-,,211.0,,
10,10,10,3. Doanh thu thuần về phát điện và cung cấp dịch vụ,21.1,2.284.689.908.294,2.080.599.352.666,,211.0,2284689908294.0,2080599352666.0
11,11,11,4. Giá vốn phát điện và dịch vụ cung cấp,22,(1.081.410.232.297),(993.655.561.349),,22.0,-1081410232297.0,-993655561349.0
20,20,20,5. Lợi nhuận gộp về phát điện và cung cấp dịch vụ,,1.203.279.675.997,1.086.943.791.317,,,1203279675997.0,1086943791317.0
21,21,21,6. Doanh thu hoạt động tài chính,21.2,61.125.652.793,111.263.671.117,,212.0,61125652793.0,111263671117.0
22,22,22,7. Chi phí tài chính Trong đó: Chi phí lãi vay,23,(87.920.978.677)(41.558.868.236),(46.099.610.183)(45.823.836.942),,23.0,,
23,23,23,7. Chi phí tài chính Trong đó: Chi phí lãi vay,23,(87.920.978.677)(41.558.868.236),(46.099.610.183)(45.823.836.942),,23.0,,
24,24,24,8. Phần lãi trong công ty liên kết,12,34.587.951.455,29.843.029.903,,12.0,34587951455.0,29843029903.0
26,26,26,9. Chi phí quản lý doanh nghiệp,24,(73.369.644.247),(78.383.273.196),,24.0,-73369644247.0,-78383273196.0
30,30,30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,1.137.702.657.321,1.103.567.608.958,,,1137702657321.0,1103567608958.0
31,31,31,11. Thu nhập khác,,344.631.125,1.625.182.877,,,344631125.0,1625182877.0
32,32,32,12. Chi phí khác,,(18.140.153),(338.514.701),,,-18140153.0,-338514701.0
40,40,40,13. Lợi nhuận khác,,326.490.972,1.286.668.176,,,326490972.0,1286668176.0
50,50,50,14. Tổng lợi nhuận kế toán trước thuế,,1.138.029.148.293,1.104.854.277.134,,,1138029148293.0,1104854277134.0
51,51,51,15. Chi phí thuế TNDN hiện hành,26.1,(215.305.105.852),(198.580.691.249),,261.0,-215305105852.0,-198580691249.0
