row_label_raw,row_label_full,Tên,Chức vụ,Thu nhập,Thu nhập_1,numeric__Chức vụ,numeric__Thu nhập,numeric__Thu nhập_1
Tên,Tên,Tên,Chức vụ,Năm nay,Năm trước,,,
Bà Đình Hải Ninh,Tên > Bà Đình Hải Ninh,Bà Đình Hải Ninh,Trường Ban Kiểm soát,131.760.000,168.910.272,,131760000.0,168910272.0
Ông Phạm Việt Kỳ,Tên > Ông Phạm Việt Kỳ,Ông Phạm Việt Kỳ,Thành viên Ban Kiểm soátchuyên trách,948.122.648,1.054.469.539,,948122648.0,1054469539.0
Ông Đăng Văn Minh,Tên > Ông Đăng Văn Minh,Ông Đăng Văn Minh,Thành viên Ban Kiểm soát,126.264.000,161.872.344,,126264000.0,161872344.0
TỔNG CỘNG,Tên > TỔNG CỘNG,TỔNG CỘNG,,1.206.146.648,1.385.252.155,,1206146648.0,1385252155.0
