row_label_raw,row_label_full,col_0,Don vị tính: VND,Don vị tính: VND_1,numeric__Don vị tính: VND,numeric__Don vị tính: VND_1
,,,Năm nay,Năm trước,,
Chi phí lãi vay,Chi phí lãi vay,Chi phí lãi vay,41.558.868.236,45.823.836.942,41558868236.0,45823836942.0
Lỗ chênh lệch tỷ giả,Lỗ chênh lệch tỷ giả,Lỗ chênh lệch tỷ giả,46.362.110.441,275.773.241,46362110441.0,275773241.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,87.920.978.677,46.099.610.183,87920978677.0,46099610183.0
