row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
300,300,300,C. NỘ PHẢI TRẢ,,2.244.650.116.313,2.212.493.304.552,,,2244650116313.0,2212493304552.0
310,310,310,I. Nợ ngắn hạn,,1.066.956.645.608,935.126.828.876,,,1066956645608.0,935126828876.0
311,311,311,1. Phải trả người bán ngắn hạn,14,70.148.247.242,72.932.339.765,,14.0,70148247242.0,72932339765.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,,351.992.382,574.703.982,,,351992382.0,574703982.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,15,194.236.962.712,176.851.612.970,,15.0,194236962712.0,176851612970.0
314,314,314,4. Phải trả người lao động,,55.960.804.654,26.256.092.216,,,55960804654.0,26256092216.0
315,315,315,5. Chi phí phải trả ngắn hạn,16,10.121.728.962,11.223.292.743,,16.0,10121728962.0,11223292743.0
319,319,319,6. Phải trả ngắn hạn khác,17,592.109.396.887,508.665.171.333,,17.0,592109396887.0,508665171333.0
320,320,320,7. Vay ngắn hạn,18,123.935.827.224,115.493.643.244,,18.0,123935827224.0,115493643244.0
322,322,322,"8. Quỹ khen thưởng, phúc lợi",20,20.091.685.545,23.129.972.623,,20.0,20091685545.0,23129972623.0
330,330,330,II. Nợ dài hạn,,1.177.693.470.735,1.277.366.475.676,,,1177693470735.0,1277366475676.0
338,338,338,1. Vay dài hạn,18,1.177.693.470.735,1.277.366.475.676,,18.0,1177693470735.0,1277366475676.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,5.178.591.236.309,5.265.267.361.868,,,5178591236309.0,5265267361868.0
410,410,410,I. Vốn chủ sở hữu,19,5.178.591.236.309,5.265.267.361.868,,19.0,5178591236309.0,5265267361868.0
411,411,411,1. Vốn cổ phần,,4.224.000.000.000,4.224.000.000.000,,,4224000000000.0,4224000000000.0
411a,411a,411a,- Cổ phiếu phổ thôngcỏ quyền biểu quyết,,4.224.000.000.000,4.224.000.000.000,,,4224000000000.0,4224000000000.0
418,418,418,2. Quỹ đầu tư phát triển,,501.180.626.722,501.180.626.722,,,501180626722.0,501180626722.0
421,421,421,3. Lợi nhuận sau thuế chưa phân phối,,391.806.767.238,483.560.619.194,,,391806767238.0,483560619194.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,,68.115.584.394,87.681.439.639,,,68115584394.0,87681439639.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay,,323.691.182.844,395.879.179.555,,,323691182844.0,395879179555.0
429,429,429,4. Lợi ích cổ đông không kiểm soát,,61.603.842.349,56.526.115.952,,,61603842349.0,56526115952.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,7.423.241.352.652,7.477.760.666.420,,,7423241352652.0,7477760666420.0
