row_label_raw,row_label_full,col_0,Đơn vị tính: triệu VND > Năm nay,Đơn vị tính: triệu VND > Năm trước,numeric__Đơn vị tính: triệu VND > Năm nay,numeric__Đơn vị tính: triệu VND > Năm trước
Các khoản phạt chậm nộp và phạt hợp đồng,Các khoản phạt chậm nộp và phạt hợp đồng,Các khoản phạt chậm nộp và phạt hợp đồng,46.734.326.082,147.116.249,46734326082.0,147116249.0
Các chi phí khác,Các chi phí khác,Các chi phí khác,11.733.439.676,3.642.861.605,11733439676.0,3642861605.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,58.467.765.758,3.789.977.854,58467765758.0,3789977854.0
