row_label_raw,row_label_full,Thuế giá trị gia tăng,Số đầu năm > 4.538.608.331,Số phải nộp/cấntrừ trong năm > 29.754.072.940,Số đã nộptrong năm > (32.719.600.755),Đơn vị tính: VND > Số cuối năm > 1.573.080.516,numeric__Số đầu năm > 4.538.608.331,numeric__Số phải nộp/cấntrừ trong năm > 29.754.072.940,numeric__Số đã nộptrong năm > (32.719.600.755),numeric__Đơn vị tính: VND > Số cuối năm > 1.573.080.516
Thuế TNDN,Thuế TNDN,Thuế TNDN,7.593.552.134,45.594.744.417,(35.613.989.634),17.574.306.917,7593552134.0,45594744417.0,-35613989634.0,17574306917.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,642.263.223,10.582.880.453,(10.683.566.031),541.577.645,642263223.0,10582880453.0,-10683566031.0,541577645.0
Thuế khác,Thuế khác,Thuế khác,7.856.086,3.388.236.769,(3.360.311.061),35.781.794,7856086.0,3388236769.0,-3360311061.0,35781794.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,12.782.279.774,89.319.934.579,(82.377.467.481),19.724.746.872,12782279774.0,89319934579.0,-82377467481.0,19724746872.0
