row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,712.888.170.367,816.919.785.897,712888170367.0,816919785897.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu hoạt động kinh doanh bắt động sản,Trong đó: > Doanh thu hoạt động kinh doanh bắt động sản,Doanh thu hoạt động kinh doanh bắt động sản,414.828.625.536,281.840.836.617,414828625536.0,281840836617.0
"Doanh thu hoạt động cho thuê, tư vấn quản lý và các hoạt động khác","Trong đó: > Doanh thu hoạt động cho thuê, tư vấn quản lý và các hoạt động khác","Doanh thu hoạt động cho thuê, tư vấn quản lý và các hoạt động khác",157.339.725.006,164.065.030.149,157339725006.0,164065030149.0
Doanh thu hoạt động kinh doanh khách sạn,Trong đó: > Doanh thu hoạt động kinh doanh khách sạn,Doanh thu hoạt động kinh doanh khách sạn,127.869.623.691,106.973.159.951,127869623691.0,106973159951.0
Doanh thu hoạt động xây lắp (i),Trong đó: > Doanh thu hoạt động xây lắp (i),Doanh thu hoạt động xây lắp (i),12.850.196.134,264.040.759.180,12850196134.0,264040759180.0
Các khoản giảm trừ doanh thu,Trong đó: > Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,(57.095.372.183),-,-57095372183.0,
Doanh thu thuần,Trong đó: > Doanh thu thuần,Doanh thu thuần,655.792.798.184,816.919.785.897,655792798184.0,816919785897.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu đối với bên khác,Trong đó: > Doanh thu đối với bên khác,Doanh thu đối với bên khác,647.168.141.833,767.500.745.580,647168141833.0,767500745580.0
Doanh thu đối với các bên liên quan (Thuyết minh số 29.1),Trong đó: > Doanh thu đối với các bên liên quan (Thuyết minh số 29.1),Doanh thu đối với các bên liên quan (Thuyết minh số 29.1),8.624.656.351,49.419.040.317,8624656351.0,49419040317.0
