row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Tổng lợi nhuận kế toán trước thuế:,Tổng lợi nhuận kế toán trước thuế:,Tổng lợi nhuận kế toán trước thuế:,403.799.515.631,771.602.809.525,403799515631.0,771602809525.0
Thuế TNDN theo thuế suất 20% áp dụng cho Công ty,Thuế TNDN theo thuế suất 20% áp dụng cho Công ty,Thuế TNDN theo thuế suất 20% áp dụng cho Công ty,80.759.903.126,154.320.561.905,80759903126.0,154320561905.0
Các khoản điều chỉnh:,Các khoản điều chỉnh:,Các khoản điều chỉnh:,,,,
Chi phí tiền đất dự án chưa dữ điều kiện khẩu trừ,Các khoản điều chỉnh: > Chi phí tiền đất dự án chưa dữ điều kiện khẩu trừ,Chi phí tiền đất dự án chưa dữ điều kiện khẩu trừ,24.096.074.460,8.654.641.074,24096074460.0,8654641074.0
Chi phí trích lập dự phòng,Các khoản điều chỉnh: > Chi phí trích lập dự phòng,Chi phí trích lập dự phòng,-,(67.547.561),,-67547561.0
Chi phí dự án đứng triển khai,Các khoản điều chỉnh: > Chi phí dự án đứng triển khai,Chi phí dự án đứng triển khai,2.053.922.717,9.420.746.167,2053922717.0,9420746167.0
Các chi phí phạt chậm nộp và phạt hợp đồng,Các khoản điều chỉnh: > Các chi phí phạt chậm nộp và phạt hợp đồng,Các chi phí phạt chậm nộp và phạt hợp đồng,9.106.865.216,614.856.701,9106865216.0,614856701.0
Các chi phí không được trừ khác,Các khoản điều chỉnh: > Các chi phí không được trừ khác,Các chi phí không được trừ khác,5.961.722.001,3.666.753.851,5961722001.0,3666753851.0
Điều chỉnh thuế TNDN trích thiếu trong những năm trước,Các khoản điều chỉnh: > Điều chỉnh thuế TNDN trích thiếu trong những năm trước,Điều chỉnh thuế TNDN trích thiếu trong những năm trước,983.905.482,-,983905482.0,
"Thu nhập từ cổ tức, lợi nhuận được chia","Các khoản điều chỉnh: > Thu nhập từ cổ tức, lợi nhuận được chia","Thu nhập từ cổ tức, lợi nhuận được chia",(65.437.290.000),(135.506.286.200),-65437290000.0,-135506286200.0
Lỗ kết chuyển,Các khoản điều chỉnh: > Lỗ kết chuyển,Lỗ kết chuyển,(7.534.703.043),(15.104.979.257),-7534703043.0,-15104979257.0
Chi phí thuế TNDN,Các khoản điều chỉnh: > Chi phí thuế TNDN,Chi phí thuế TNDN,49.990.399.959,25.998.746.680,49990399959.0,25998746680.0
