row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Trích trước chi phí xây dựng và tiền sử dụng đất của các dự án bắt động sản đã bàn giao,Ngắn hạn > Trích trước chi phí xây dựng và tiền sử dụng đất của các dự án bắt động sản đã bàn giao,Trích trước chi phí xây dựng và tiền sử dụng đất của các dự án bắt động sản đã bàn giao,673.151.227.302,587.571.903.486,673151227302.0,587571903486.0
- Dự án An Khánh - An Thượng,Ngắn hạn > - Dự án An Khánh - An Thượng,- Dự án An Khánh - An Thượng,418.487.589.872,305.876.262.046,418487589872.0,305876262046.0
"- Dự án Nhà ở Quận 12, thành phố Hồ Chí Minh","Ngắn hạn > - Dự án Nhà ở Quận 12, thành phố Hồ Chí Minh","- Dự án Nhà ở Quận 12, thành phố Hồ Chí Minh",140.052.284.410,140.052.284.410,140052284410.0,140052284410.0
- Khu Biệt thư Sư Vạn Hạnh,Ngắn hạn > - Khu Biệt thư Sư Vạn Hạnh,- Khu Biệt thư Sư Vạn Hạnh,103.457.143.456,130.489.147.466,103457143456.0,130489147466.0
"- Dự án chung cư CC1 Dịch Vọng, Hà Nội","Ngắn hạn > - Dự án chung cư CC1 Dịch Vọng, Hà Nội","- Dự án chung cư CC1 Dịch Vọng, Hà Nội",7.843.113.423,7.843.113.423,7843113423.0,7843113423.0
- Dự án nhà N10 Khu đô thị mới Dịch Vọng,Ngắn hạn > - Dự án nhà N10 Khu đô thị mới Dịch Vọng,- Dự án nhà N10 Khu đô thị mới Dịch Vọng,3.311.096.141,3.311.096.141,3311096141.0,3311096141.0
Trích trước chi phí lãi vay,Ngắn hạn > Trích trước chi phí lãi vay,Trích trước chi phí lãi vay,78.528.607.891,116.887.792.884,78528607891.0,116887792884.0
Các chi phí phải trả ngắn hạn khác,Ngắn hạn > Các chi phí phải trả ngắn hạn khác,Các chi phí phải trả ngắn hạn khác,2.406.694.017,3.140.160.234,2406694017.0,3140160234.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,754.086.529.210,707.599.856.604,754086529210.0,707599856604.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Chi phí phải trả ngắn hạn các bên khác,Trong đó: > Chi phí phải trả ngắn hạn các bên khác,Chi phí phải trả ngắn hạn các bên khác,676.685.196.943,594.090.534.547,676685196943.0,594090534547.0
Chi phí phải trả ngắn hạn các bên liên quan(Thuyết minh số 29.2),Trong đó: > Chi phí phải trả ngắn hạn các bên liên quan(Thuyết minh số 29.2),Chi phí phải trả ngắn hạn các bên liên quan(Thuyết minh số 29.2),77.401.332.267,113.509.322.057,77401332267.0,113509322057.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Trích trước chi phí lãi vay,Dài hạn > Trích trước chi phí lãi vay,Trích trước chi phí lãi vay,14.655.900.495,-,14655900495.0,
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,14.655.900.495,-,14655900495.0,
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Chi phí phải trả dài hạn các bên khác,Trong đó: > Chi phí phải trả dài hạn các bên khác,Chi phí phải trả dài hạn các bên khác,852.736.112,-,852736112.0,
Chi phí phải trả dài hạn các bên liên quan(Thuyết minh số 29.2),Trong đó: > Chi phí phải trả dài hạn các bên liên quan(Thuyết minh số 29.2),Chi phí phải trả dài hạn các bên liên quan(Thuyết minh số 29.2),13.803.164.383,-,13803164383.0,
