row_label_raw,row_label_full,Bên liên quan > Phải trả người bán ngắn hạn (Thuyết minh số 15.1),Mối quan hệ > Phải trả người bán ngắn hạn (Thuyết minh số 15.1),Nội dung nghiệp vụ > Phải trả người bán ngắn hạn (Thuyết minh số 15.1),Số cuối năm > Phải trả người bán ngắn hạn (Thuyết minh số 15.1),Đơn vị tính: VND > Phải trả người bán ngắn hạn (Thuyết minh số 15.1),numeric__Mối quan hệ > Phải trả người bán ngắn hạn (Thuyết minh số 15.1),numeric__Nội dung nghiệp vụ > Phải trả người bán ngắn hạn (Thuyết minh số 15.1),numeric__Số cuối năm > Phải trả người bán ngắn hạn (Thuyết minh số 15.1),numeric__Đơn vị tính: VND > Phải trả người bán ngắn hạn (Thuyết minh số 15.1)
Công ty Quản lý Hà Đô,Công ty Quản lý Hà Đô,Công ty Quản lý Hà Đô,Công ty con,Phải trả phí quản lý,3.246.159.330,3.314.839.267,,,3246159330.0,3314839267.0
Công ty Cổ phần Đầu tư An Lạc,Công ty Cổ phần Đầu tư An Lạc,Công ty Cổ phần Đầu tư An Lạc,Công ty cùng chung thành viên HĐQT,Phải trả phí dịch vụ thi công,2.019.545.459,2.019.545.459,,,2019545459.0,2019545459.0
Công ty 756 Sài Gòn,Công ty 756 Sài Gòn,Công ty 756 Sài Gòn,Công ty con,Phải trả tiền mua sản thương mại,16.355.285.750,16.355.285.750,,,16355285750.0,16355285750.0
Công ty 756 Sài Gòn,Công ty 756 Sài Gòn,Công ty 756 Sài Gòn,Công ty con,Phải trả phí tư vấn,15.535.008.763,15.535.008.763,,,15535008763.0,15535008763.0
Công ty Quản Lý và Kinh Doanh Hà Đô,Công ty Quản Lý và Kinh Doanh Hà Đô,Công ty Quản Lý và Kinh Doanh Hà Đô,Công ty con,Phải trả phí quản lý,484.631.722,254.900.388,,,484631722.0,254900388.0
