row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay,Đơn vị tính: VND,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Đơn vị tính: VND
Công ty Za Hưng,Công ty Za Hưng,Công ty Za Hưng,Công ty con,Phải trả dòng tiền quản lý tập trung,595.399.061.197,472.888.772.587,,,595399061197.0,472888772587.0
Công ty Za Hưng,Công ty Za Hưng,Công ty Za Hưng,Công ty con,Dòng tiền quản lý tập trung đã trả,462.463.171.488,605.384.710.414,,,462463171488.0,605384710414.0
Công ty Za Hưng,Công ty Za Hưng,Công ty Za Hưng,Công ty con,Đi vay,-,90.000.000.000,,,,90000000000.0
Công ty Za Hưng,Công ty Za Hưng,Công ty Za Hưng,Công ty con,Thanh toán gốc vay,-,230.000.000.000,,,,230000000000.0
Công ty Za Hưng,Công ty Za Hưng,Công ty Za Hưng,Công ty con,Cổ tức được chia,139.063.200.000,132.742.146.000,,,139063200000.0,132742146000.0
Công ty Za Hưng,Công ty Za Hưng,Công ty Za Hưng,Công ty con,Cổ tức đã nhận,139.063.200.000,132.742.146.000,,,139063200000.0,132742146000.0
Công ty Za Hưng,Công ty Za Hưng,Công ty Za Hưng,Công ty con,Doanh thu tư vấn quản lý,1.615.493.055,1.609.711.401,,,1615493055.0,1609711401.0
Công ty Za Hưng,Công ty Za Hưng,Công ty Za Hưng,Công ty con,Đã thu cung cấp dịch vụ,2.753.984.313,2.098.296.241,,,2753984313.0,2098296241.0
Công ty Za Hưng,Công ty Za Hưng,Công ty Za Hưng,Công ty con,Lãi vay phải trả,16.973.397.262,17.666.410.957,,,16973397262.0,17666410957.0
Công ty Sông Tranh 4,Công ty Sông Tranh 4,Công ty Sông Tranh 4,Công ty con,Phải trả dòng tiền quản lý tập trung,277.114.563.148,271.035.268.339,,,277114563148.0,271035268339.0
Công ty Sông Tranh 4,Công ty Sông Tranh 4,Công ty Sông Tranh 4,Công ty con,Dòng tiền quản lý tập trung đã trả,337.059.190.792,233.059.352.661,,,337059190792.0,233059352661.0
Công ty Sông Tranh 4,Công ty Sông Tranh 4,Công ty Sông Tranh 4,Công ty con,Doanh thu tư vấn quản lý,578.164.171,640.420.396,,,578164171.0,640420396.0
Công ty Sông Tranh 4,Công ty Sông Tranh 4,Công ty Sông Tranh 4,Công ty con,Đi vay,90.000.000.000,-,,,90000000000.0,
