row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay,Đơn vị tính: VND,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Đơn vị tính: VND
Công ty 756 Sài Gòn,Công ty 756 Sài Gòn,Công ty 756 Sài Gòn,Công ty con,Đi vay,-,55.000.000.000,,,,55000000000.0
Công ty 756 Sài Gòn,Công ty 756 Sài Gòn,Công ty 756 Sài Gòn,Công ty con,Thanh toán gốc vay,160.500.000.000,99.046.837.677,,,160500000000.0,99046837677.0
Công ty 756 Sài Gòn,Công ty 756 Sài Gòn,Công ty 756 Sài Gòn,Công ty con,Lãi vay phải trả,-,18.247.866.349,,,,18247866349.0
Công ty 756 Sài Gòn,Công ty 756 Sài Gòn,Công ty 756 Sài Gòn,Công ty con,Doanh thu từ cung cấp dịch vụ,6.443.062.220,241.546.091,,,6443062220.0,241546091.0
Công ty 756 Sài Gòn,Công ty 756 Sài Gòn,Công ty 756 Sài Gòn,Công ty con,Dòng tiền quản lý tập trung phải trả,2.220.816.617,195.803.142.850,,,2220816617.0,195803142850.0
Công ty 756 Sài Gòn,Công ty 756 Sài Gòn,Công ty 756 Sài Gòn,Công ty con,Dòng tiền quản lý tập trung đã trả,202.814.884.305,220.441.202.223,,,202814884305.0,220441202223.0
Công ty Hà Đô Thuận Nam,Công ty Hà Đô Thuận Nam,Công ty Hà Đô Thuận Nam,Công ty con,Đi vay,105.000.000.000,52.000.000.000,,,105000000000.0,52000000000.0
Công ty Hà Đô Thuận Nam,Công ty Hà Đô Thuận Nam,Công ty Hà Đô Thuận Nam,Công ty con,Thanh toán gốc vay,105.000.000.000,83.000.000.000,,,105000000000.0,83000000000.0
Công ty Hà Đô Thuận Nam,Công ty Hà Đô Thuận Nam,Công ty Hà Đô Thuận Nam,Công ty con,Lãi vay phải trả,167.095.890,502.947.947,,,167095890.0,502947947.0
Công ty Hà Đô Thuận Nam,Công ty Hà Đô Thuận Nam,Công ty Hà Đô Thuận Nam,Công ty con,Lãi vay đã trả,-,3.372.268.494,,,,3372268494.0
Công ty Hà Đô Thuận Nam,Công ty Hà Đô Thuận Nam,Công ty Hà Đô Thuận Nam,Công ty con,Doanh thu xây lắp,-,24.268.875.543,,,,24268875543.0
Công ty Hà Đô Thuận Nam,Công ty Hà Đô Thuận Nam,Công ty Hà Đô Thuận Nam,Công ty con,Doanh thu tư vấn quản lý,1.618.760,10.692.496.119,,,1618760.0,10692496119.0
Công ty Hà Đô Thuận Nam,Công ty Hà Đô Thuận Nam,Công ty Hà Đô Thuận Nam,Công ty con,Thu tiền xây lắp,-,46.743.030.127,,,,46743030127.0
Công ty Hà Đô Thuận Nam,Công ty Hà Đô Thuận Nam,Công ty Hà Đô Thuận Nam,Công ty con,Dòng tiền quản lý tập trung phải trả,222.231.313.653,225.633.796.107,,,222231313653.0,225633796107.0
Công ty Hà Đô Thuận Nam,Công ty Hà Đô Thuận Nam,Công ty Hà Đô Thuận Nam,Công ty con,Dòng tiền quản lý tập trung đã trả,222.777.173.706,229.448.590.436,,,222777173706.0,229448590436.0
Công ty Khánh Hà Công ty con,Công ty Khánh Hà Công ty con,Công ty Khánh Hà Công ty con,Công ty Khánh Hà Công ty con,Thu hồi gốc vay,-,4.000.000.000,,,,4000000000.0
Công ty Năng lượng Hà Đô,Công ty Năng lượng Hà Đô,Công ty Năng lượng Hà Đô,Công ty con,Cổ tức đã nhận,89.968.000.000,157.444.000.000,,,89968000000.0,157444000000.0
Công ty Năng lượng Hà Đô,Công ty Năng lượng Hà Đô,Công ty Năng lượng Hà Đô,Công ty con,Cổ tức được chia,-,202.428.000.000,,,,202428000000.0
