row_label_raw,row_label_full,col_0,31/12/2025 > Giá trị,31/12/2025 > Tỷ lệ sở hữu,01/01/2025 > Giá trị,01/01/2025 > Tỷ lệ sở hữu,numeric__31/12/2025 > Giá trị,numeric__31/12/2025 > Tỷ lệ sở hữu,numeric__01/01/2025 > Giá trị,numeric__01/01/2025 > Tỷ lệ sở hữu
,,,VND,%,VND,%,,,,
Ông Nguyễn Khải Hoàn,Ông Nguyễn Khải Hoàn,Ông Nguyễn Khải Hoàn,1.372.483.000.000,"30,54%",1.436.640.000.000,"31,97%",1372483000000.0,0.3054,1436640000000.0,0.3197
Bà Trần Thị Thu Hương,Bà Trần Thị Thu Hương,Bà Trần Thị Thu Hương,445.000.000.000,"9,90%",580.843.000.000,"12,92%",445000000000.0,0.099,580843000000.0,0.1292
Cổ đông khác,Cổ đông khác,Cổ đông khác,2.676.869.050.000,"59,56%",2.476.869.050.000,"55,11%",2676869050000.0,0.5956,2476869050000.0,0.5511
Cộng,Cộng,Cộng,4.494.352.050.000,100%,4.494.352.050.000,100%,4494352050000.0,1.0,4494352050000.0,1.0
