row_label_raw,row_label_full,STT,Loại hình,Tên rút gọn,Địa chỉ,numeric__Loại hình,numeric__Tên rút gọn,numeric__Địa chỉ
1.,1.,1.,Trung tâm đào tạo,Coaching center,"B8-9-10-11-12-13-14 Khu dân cư Kim Sơn, Nguyễn Hữu Thọ, Phường Tân Hưng, Thành phố Hồ Chí Minh",,,
2.,2.,2.,Chi nhánh,Nguyễn Hữu Thọ,"Lầu 2 - B8 Nguyễn Hữu Thọ, Phường Tân Hưng, Thành phố Hồ Chí Minh",,,
3.,3.,3.,Chi nhánh,Phú Mỹ Hưng,"Số 970 Nguyễn Văn Linh, Khu Mỹ Toàn 3, Phường Tân Hưng, Thành phố Hồ Chí Minh",,,
4.,4.,4.,Chi nhánh,Mỹ Toàn 1,"Số 1411 Nguyễn Văn Linh, Khu Mỹ Toàn 2, Phường Tân Hưng, Thành phố Hồ Chí Minh",,,
