row_label_raw,row_label_full,Họ và tên,Chức danh,Năm 2025,Năm 2024,numeric__Chức danh,numeric__Năm 2025,numeric__Năm 2024
Họ và tên,Họ và tên,Họ và tên,Chức danh,VND,VND,,,
Hội đồng quản trị và Ban Tổng Giám đốc,Họ và tên > Hội đồng quản trị và Ban Tổng Giám đốc,Hội đồng quản trị và Ban Tổng Giám đốc,Hội đồng quản trị và Ban Tổng Giám đốc,2.614.577.036,1.759.895.527,,2614577036.0,1759895527.0
Ông Nguyễn Khải Hoàn,Họ và tên > Ông Nguyễn Khải Hoàn,Ông Nguyễn Khải Hoàn,Chủ tịch HĐQT,240.000.000,240.000.000,,240000000.0,240000000.0
Bà Đình Thị Nhật Hạnh,Họ và tên > Bà Đình Thị Nhật Hạnh,Bà Đình Thị Nhật Hạnh,"Phó chủ tịch HĐQT, Tổng giám đốc",610.800.000,583.300.000,,610800000.0,583300000.0
Bà Phạm Thị Minh Phụ,Họ và tên > Bà Phạm Thị Minh Phụ,Bà Phạm Thị Minh Phụ,Thành viên HĐQT,323.086.127,486.121.717,,323086127.0,486121717.0
Bà Phạm Thị Minh Phụ,Bà Phạm Thị Minh Phụ,Bà Phạm Thị Minh Phụ,Phó Tổng giám đốc,,,,,
Ông Trần Văn Đường,Bà Phạm Thị Minh Phụ > Ông Trần Văn Đường,Ông Trần Văn Đường,Phó Tổng giám đốc (Bổ nhiệm ngày 16/12/2024),1.200.690.909,65.150.000,,1200690909.0,65150000.0
Ông Phùng Quang Hải,Bà Phạm Thị Minh Phụ > Ông Phùng Quang Hải,Ông Phùng Quang Hải,Thành viên HĐQT (miễn nhiệm ngày 15/04/2024); Phó Tổng giám đốc (miễn nhiệm ngày 15/03/2024),-,145.323.810,,,145323810.0
Ông Trần Mạnh Toàn,Bà Phạm Thị Minh Phụ > Ông Trần Mạnh Toàn,Ông Trần Mạnh Toàn,Thành viên HĐQT độc lập,120.000.000,120.000.000,,120000000.0,120000000.0
Bà Phạm Thị Hòa,Bà Phạm Thị Minh Phụ > Bà Phạm Thị Hòa,Bà Phạm Thị Hòa,Thành viên HĐQT độc lập,120.000.000,120.000.000,,120000000.0,120000000.0
Ban kiểm soát,Bà Phạm Thị Minh Phụ > Ban kiểm soát,Ban kiểm soát,Ban kiểm soát,723.248.445,512.013.900,,723248445.0,512013900.0
Ông Hoàng Phương,Bà Phạm Thị Minh Phụ > Ông Hoàng Phương,Ông Hoàng Phương,Trường ban kiểm soát,96.000.000,96.000.000,,96000000.0,96000000.0
Bà Nguyễn Thu Trang,Bà Phạm Thị Minh Phụ > Bà Nguyễn Thu Trang,Bà Nguyễn Thu Trang,Thành viên,567.248.445,323.513.900,,567248445.0,323513900.0
Ông Lê Văn Kiều,Bà Phạm Thị Minh Phụ > Ông Lê Văn Kiều,Ông Lê Văn Kiều,Thành viên,60.000.000,42.500.000,,60000000.0,42500000.0
Ông Nguyễn Minh Hiếu,Bà Phạm Thị Minh Phụ > Ông Nguyễn Minh Hiếu,Ông Nguyễn Minh Hiếu,Thành viên (miễn nhiệm ngày 15/04/2024),-,50.000.000,,,50000000.0
Cộng,Bà Phạm Thị Minh Phụ > Cộng,Cộng,Cộng,3.337.825.481,2.271.909.427,,3337825481.0,2271909427.0
