row_label_raw,row_label_full,Công ty TNHH TM&DV Kỹ Thuật Nam Phát,31/12/2019 > -,01/01/2019 > 58.521.141.342,numeric__31/12/2019 > -,numeric__01/01/2019 > 58.521.141.342
Công ty TNHH Dịch vụ kỹ thuật Hanh Xương,Công ty TNHH Dịch vụ kỹ thuật Hanh Xương,Công ty TNHH Dịch vụ kỹ thuật Hanh Xương,-,40.649.188.191,,40649188191.0
Chi đầu tư cho người trồng mía,Chi đầu tư cho người trồng mía,Chi đầu tư cho người trồng mía,164.260.265.734,167.542.709.048,164260265734.0,167542709048.0
Công ty CP Cơ Điện và Xây Lắp Hùng Vương,Công ty CP Cơ Điện và Xây Lắp Hùng Vương,Công ty CP Cơ Điện và Xây Lắp Hùng Vương,-,20.302.034.439,,20302034439.0
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,30.561.287.287,85.049.021.978,30561287287.0,85049021978.0
Cộng,Cộng,Cộng,194.821.553.021,372.064.094.998,194821553021.0,372064094998.0
