row_label_raw,row_label_full,31/12/2019,Không quá 1 năm,Trên 1 năm,Tổng,numeric__Không quá 1 năm,numeric__Trên 1 năm,numeric__Tổng
Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,215.083.518.132,-,215.083.518.132,215083518132.0,,215083518132.0
Đầu tư nắm giữ đến ngày đáo hạn,Đầu tư nắm giữ đến ngày đáo hạn,Đầu tư nắm giữ đến ngày đáo hạn,2.660.000.000.000,-,2.660.000.000.000,2660000000000.0,,2660000000000.0
Phải thu khách hàng,Phải thu khách hàng,Phải thu khách hàng,58.788.405.276,-,58.788.405.276,58788405276.0,,58788405276.0
Phải thu khác,Phải thu khác,Phải thu khác,33.013.801.544,690.181.497,33.703.983.041,33013801544.0,690181497.0,33703983041.0
Cộng,Cộng,Cộng,2.966.885.724.952,690.181.497,2.967.575.906.449,2966885724952.0,690181497.0,2967575906449.0
01/01/2019,01/01/2019,01/01/2019,Không quá 1 năm,Trên 1 năm,Tổng,,,
Tiền và các khoản tương đương tiền,01/01/2019 > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,418.383.925.994,-,418.383.925.994,418383925994.0,,418383925994.0
Đầu tư nắm giữ đến ngày đáo hạn,01/01/2019 > Đầu tư nắm giữ đến ngày đáo hạn,Đầu tư nắm giữ đến ngày đáo hạn,1.699.000.000.000,-,1.699.000.000.000,1699000000000.0,,1699000000000.0
Phải thu khách hàng,01/01/2019 > Phải thu khách hàng,Phải thu khách hàng,81.504.745.379,-,81.504.745.379,81504745379.0,,81504745379.0
Phải thu khác,01/01/2019 > Phải thu khác,Phải thu khác,19.075.869.385,690.181.497,19.766.050.882,19075869385.0,690181497.0,19766050882.0
Cộng,01/01/2019 > Cộng,Cộng,2.217.964.540.758,690.181.497,2.218.654.722.255,2217964540758.0,690181497.0,2218654722255.0
