row_label_raw,row_label_full,Công ty TNHH MM MEGA MARKET (Việt Nam),31/12/2019 > 1.825.763.638,01/01/2019 > 1.926.205.632,numeric__31/12/2019 > 1.825.763.638,numeric__01/01/2019 > 1.926.205.632
Công ty TNHH Dịch vụ EB,Công ty TNHH Dịch vụ EB,Công ty TNHH Dịch vụ EB,3.914.055.722,910.030.002,3914055722.0,910030002.0
Siêu thị Big C,Siêu thị Big C,Siêu thị Big C,-,1.667.483.387,,1667483387.0
Tập Đoàn Điện Lực Việt Nam,Tập Đoàn Điện Lực Việt Nam,Tập Đoàn Điện Lực Việt Nam,7.353.570.996,15.675.867.541,7353570996.0,15675867541.0
Công ty CP Tetra Pak Việt Nam,Công ty CP Tetra Pak Việt Nam,Công ty CP Tetra Pak Việt Nam,30.250.000.000,33.000.000.000,30250000000.0,33000000000.0
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,18.584.021.445,32.855.135.946,18584021445.0,32855135946.0
Cộng,Cộng,Cộng,61.927.411.801,86.034.722.508,61927411801.0,86034722508.0
