row_label_raw,row_label_full,col_0,Quyền sử dụng đất,Phần mềm máy tính,Cộng,numeric__Quyền sử dụng đất,numeric__Phần mềm máy tính,numeric__Cộng
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,
Số đầu năm,Nguyên giá > Số đầu năm,Số đầu năm,986.388.000,41.953.604.175,42.939.992.175,986388000.0,41953604175.0,42939992175.0
Mua trong năm,Nguyên giá > Mua trong năm,Mua trong năm,-,3.957.369.875,3.957.369.875,,3957369875.0,3957369875.0
Giảm trong năm,Giảm trong năm,Giảm trong năm,,-,-,,,
Số cuối năm,Giảm trong năm > Số cuối năm,Số cuối năm,986.388.000,45.910.974.050,46.897.362.050,986388000.0,45910974050.0,46897362050.0
Khẩu hao,Khẩu hao,Khẩu hao,Khẩu hao,Khẩu hao,Khẩu hao,,,
Số đầu năm,Khẩu hao > Số đầu năm,Số đầu năm,635.351.200,8.711.873.330,9.347.224.530,635351200.0,8711873330.0,9347224530.0
Khẩu hao trong năm,Khẩu hao > Khẩu hao trong năm,Khẩu hao trong năm,57.759.200,14.671.608.569,14.729.367.769,57759200.0,14671608569.0,14729367769.0
Giảm trong năm,Giảm trong năm,Giảm trong năm,-,-,-,,,
Số cuối năm,Giảm trong năm > Số cuối năm,Số cuối năm,693.110.400,23.383.481.899,24.076.592.299,693110400.0,23383481899.0,24076592299.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,
Số đầu năm,Giá trị còn lại > Số đầu năm,Số đầu năm,351.036.800,33.241.730.845,33.592.767.645,351036800.0,33241730845.0,33592767645.0
Số cuối năm,Giá trị còn lại > Số cuối năm,Số cuối năm,293.277.600,22.527.492.151,22.820.769.751,293277600.0,22527492151.0,22820769751.0
