row_label_raw,row_label_full,31/12/2019,Không quá 1 năm,Trên 1 năm,Tổng,numeric__Không quá 1 năm,numeric__Trên 1 năm,numeric__Tổng
Phải trả người bán,Phải trả người bán,Phải trả người bán,488.242.209.532,-,488.242.209.532,488242209532.0,,488242209532.0
Chi phí phải trả,Chi phí phải trả,Chi phí phải trả,6.583.411.474,-,6.583.411.474,6583411474.0,,6583411474.0
Vay và nợ thuê tài chính,Vay và nợ thuê tài chính,Vay và nợ thuê tài chính,1.664.732.020.504,-,1.664.732.020.504,1664732020504.0,,1664732020504.0
Phải trả khác,Phải trả khác,Phải trả khác,18.430.494.207,19.307.101.887,37.737.596.094,18430494207.0,19307101887.0,37737596094.0
Cộng,Cộng,Cộng,2.177.988.135.717,19.307.101.887,2.197.295.237.604,2177988135717.0,19307101887.0,2197295237604.0
01/01/2019,01/01/2019,01/01/2019,Không quá 1 năm,Trên 1 năm,Tổng,,,
Phải trả người bán,01/01/2019 > Phải trả người bán,Phải trả người bán,445.725.967.834,-,445.725.967.834,445725967834.0,,445725967834.0
Chi phí phải trả,01/01/2019 > Chi phí phải trả,Chi phí phải trả,3.008.342.529,-,3.008.342.529,3008342529.0,,3008342529.0
Vay và nợ thuê tài chính,01/01/2019 > Vay và nợ thuê tài chính,Vay và nợ thuê tài chính,1.727.184.074.877,-,1.727.184.074.877,1727184074877.0,,1727184074877.0
Phải trả khác,01/01/2019 > Phải trả khác,Phải trả khác,135.935.813.767,18.776.975.691,154.712.789.458,135935813767.0,18776975691.0,154712789458.0
Cộng,01/01/2019 > Cộng,Cộng,2.311.854.199.007,18.776.975.691,2.330.631.174.698,2311854199007.0,18776975691.0,2330631174698.0
