row_label_raw,row_label_full,Lợi nhuận năm trước chuyển sang > Lợi nhuận sau thuế thu nhập doanh nghiệp năm nay,Năm 2019 > 2.467.293.755.900 > 1.291.776.601.066,Năm 2018 > 2.135.353.466.671 > 1.240.351.197.619,numeric__Năm 2019 > 2.467.293.755.900 > 1.291.776.601.066,numeric__Năm 2018 > 2.135.353.466.671 > 1.240.351.197.619
Phân phối lợi nhuận,Phân phối lợi nhuận,Phân phối lợi nhuận,945.813.684.333,908.410.908.390,945813684333.0,908410908390.0
- Phân phối lợi nhuận năm trước,- Phân phối lợi nhuận năm trước,- Phân phối lợi nhuận năm trước,795.111.009.333,662.115.137.390,795111009333.0,662115137390.0
+ Trích quỹ đầu tư phát triển,+ Trích quỹ đầu tư phát triển,+ Trích quỹ đầu tư phát triển,62.017.559.881,51.339.935.636,62017559881.0,51339935636.0
"+ Trích quỹ khen thưởng, phúc lợi","+ Trích quỹ khen thưởng, phúc lợi","+ Trích quỹ khen thưởng, phúc lợi",24.807.023.952,20.535.974.254,24807023952.0,20535974254.0
+ Trá cổ tức bằng tiền,+ Trá cổ tức bằng tiền,+ Trá cổ tức bằng tiền,123.147.885.500,102.623.677.500,123147885500.0,102623677500.0
+ Trá cổ tức bằng cổ phiếu,+ Trá cổ tức bằng cổ phiếu,+ Trá cổ tức bằng cổ phiếu,585.138.540.000,487.615.550.000,585138540000.0,487615550000.0
- Tạm phân phối lợi nhuận năm này,- Tạm phân phối lợi nhuận năm này,- Tạm phân phối lợi nhuận năm này,150.702.675.000,246.295.771.000,150702675000.0,246295771000.0
+ Trá cổ tức bằng tiền,+ Trá cổ tức bằng tiền,+ Trá cổ tức bằng tiền,150.702.675.000,246.295.771.000,150702675000.0,246295771000.0
Lợi nhuận sau thuế chưa phân phối cuối năm,Lợi nhuận sau thuế chưa phân phối cuối năm,Lợi nhuận sau thuế chưa phân phối cuối năm,2.813.256.672.633,2.467.293.755.900,2813256672633.0,2467293755900.0
