row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,Mã số,Thuyết minh,Năm 2019 VND,Năm 2018 VND,numeric__CHỈ TIÊU_1,numeric__Mã số,numeric__Thuyết minh,numeric__Năm 2019 VND,numeric__Năm 2018 VND
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,25,7.723.133.954.888,8.073.116.133.519,,1.0,25.0,7723133954888.0,8073116133519.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,26,42.244.702.165,42.077.709.893,,2.0,26.0,42244702165.0,42077709893.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ,10,,7.680.889.252.723,8.031.038.423.626,,10.0,,7680889252723.0,8031038423626.0
4.,4.,4.,Giá vốn hàng bán,11,27,5.224.486.810.304,5.736.791.293.528,,11.0,27.0,5224486810304.0,5736791293528.0
5.,5.,5.,Lợi nhuận gộp bán hàng và cung cấp dịch vụ,20,,2.456.402.442.419,2.294.247.130.098,,20.0,,2456402442419.0,2294247130098.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,28,138.023.568.910,87.225.367.833,,21.0,28.0,138023568910.0,87225367833.0
7.,7.,7.,Chi phí tài chính,22,29,77.362.094.057,96.150.990.482,,22.0,29.0,77362094057.0,96150990482.0
,,,Trong đó: Chi phí lãi vay,23,,76.961.987.689,90.021.145.503,,23.0,,76961987689.0,90021145503.0
8.,8.,8.,Chi phí bán hàng,25,30.a,785.326.185.604,761.581.172.250,,25.0,,785326185604.0,761581172250.0
9.,9.,9.,Chi phí quản lý doanh nghiệp,26,30.b,214.246.805.827,175.794.978.702,,26.0,,214246805827.0,175794978702.0
10.,10.,10.,Lợi nhuận thuần từ hoạt động kinh doanh,30,,1.517.490.925.841,1.347.945.356.497,,30.0,,1517490925841.0,1347945356497.0
11.,11.,11.,Thu nhập khác,31,31,32.973.976.754,58.183.846.887,,31.0,31.0,32973976754.0,58183846887.0
12.,12.,12.,Chi phí khác,32,32,7.288.897.373,826.514.241,,32.0,32.0,7288897373.0,826514241.0
13.,13.,13.,Lợi nhuận khác,40,,25.685.079.381,57.357.332.646,,40.0,,25685079381.0,57357332646.0
15.,15.,15.,Tổng lợi nhuận kế toán trước thuế,50,,1.543.176.005.222,1.405.302.689.143,,50.0,,1543176005222.0,1405302689143.0
16.,16.,16.,Chi phí thuế TNDN hiện hành,51,33,251.415.589.222,164.811.258.832,,51.0,33.0,251415589222.0,164811258832.0
17.,17.,17.,Chi phí thuế TNDN hoãn lại,52,,(16.185.066),140.232.692,,52.0,,-16185066.0,140232692.0
18.,18.,18.,Lợi nhuận sau thuế TNDN,60,,1.291.776.601.066,1.240.351.197.619,,60.0,,1291776601066.0,1240351197619.0
19.,19.,19.,Lợi nhuận sau thuế của công ty mẹ,61,,1.291.776.601.066,1.240.351.197.619,,61.0,,1291776601066.0,1240351197619.0
20.,20.,20.,Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,,,,62.0,,,
21.,21.,21.,Lãi cơ bản trên cổ phiếu,70,34,4.313,4.113,,70.0,34.0,4313.0,4113.0
22.,22.,22.,Lãi suy giảm trên cổ phiếu,71,34,4.313,4.113,,71.0,34.0,4313.0,4113.0
