row_label_raw,row_label_full,col_0,Số đầu năm,Số đầu năm_1,Số phát sinh trong năm,Số phát sinh trong năm_1,Số cuối năm,Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1,numeric__Số phát sinh trong năm,numeric__Số phát sinh trong năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1
,,,Phải thu,Phải nộp,Phải nộp,Thực nộp,Phải thu,Phải nộp,,,,,,
Thuế giá trị gia tăng,Thuế giá trị gia tăng,Thuế giá trị gia tăng,-,10.547.378.648,268.244.569.266,269.659.680.627,-,9.132.267.287,,10547378648.0,268244569266.0,269659680627.0,,9132267287.0
Thuế giá trị gia tăng nhập khẩu,Thuế giá trị gia tăng nhập khẩu,Thuế giá trị gia tăng nhập khẩu,-,-,35.476.158.883,35.476.158.883,-,-,,,35476158883.0,35476158883.0,,
Thuế tiêu thụ đặc biệt,Thuế tiêu thụ đặc biệt,Thuế tiêu thụ đặc biệt,-,18.320.937.278,279.757.875.987,275.204.447.031,-,22.874.366.234,,18320937278.0,279757875987.0,275204447031.0,,22874366234.0
Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,-,-,4.858.761.272,4.858.761.272,-,-,,,4858761272.0,4858761272.0,,
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,-,78.264.329.004,251.415.589.222,221.061.200.778,-,108.618.717.448,,78264329004.0,251415589222.0,221061200778.0,,108618717448.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,-,42.526.067,26.709.352.941,26.685.083.642,3.560.291,70.355.657,,42526067.0,26709352941.0,26685083642.0,3560291.0,70355657.0
Thuế tài nguyên,Thuế tài nguyên,Thuế tài nguyên,-,162.286.106,2.478.352.370,2.474.286.473,-,166.352.003,,162286106.0,2478352370.0,2474286473.0,,166352003.0
"Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất",-,-,2.730.293.847,2.730.293.847,-,-,,,2730293847.0,2730293847.0,,
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,25.785.512,23.679.276,3.450.504.959,3.457.891.890,25.785.512,16.292.345,25785512.0,23679276.0,3450504959.0,3457891890.0,25785512.0,16292345.0
Phí và lệ phí,Phí và lệ phí,Phí và lệ phí,-,9.843.248,176.994.250,175.284.500,-,11.552.998,,9843248.0,176994250.0,175284500.0,,11552998.0
Cộng,Cộng,Cộng,25.785.512,107.370.979.627,875.298.452.997,841.783.088.943,29.345.803,140.889.903.972,25785512.0,107370979627.0,875298452997.0,841783088943.0,29345803.0,140889903972.0
