row_label_raw,row_label_full,col_0,"Nhà cửa,vật kiến trúc",Máy mócthiết bị,P.tiện vận tảitruyền dẫn,"Thiết bị, dụngcụ quản lý",Cộng,"numeric__Nhà cửa,vật kiến trúc",numeric__Máy mócthiết bị,numeric__P.tiện vận tảitruyền dẫn,"numeric__Thiết bị, dụngcụ quản lý",numeric__Cộng
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,,
Số đầu năm,Nguyên giá > Số đầu năm,Số đầu năm,1.308.384.094.479,6.320.413.440.939,281.686.621.950,85.024.078.448,7.995.508.235.816,1308384094479.0,6320413440939.0,281686621950.0,85024078448.0,7995508235816.0
Mua sắm trong năm,Nguyên giá > Mua sắm trong năm,Mua sắm trong năm,516.045.623,10.601.819.909,630.000.000,7.601.912.953,19.349.778.485,516045623.0,10601819909.0,630000000.0,7601912953.0,19349778485.0
D/tư XDCB h/thành,Nguyên giá > D/tư XDCB h/thành,D/tư XDCB h/thành,59.960.007.021,147.143.787.406,9.617.500.000,2.430.000.000,219.151.294.427,59960007021.0,147143787406.0,9617500000.0,2430000000.0,219151294427.0
"T/lý, nhượng bán","Nguyên giá > T/lý, nhượng bán","T/lý, nhượng bán",292.035.711,6.720.719.575,1.391.251.081,260.258.000,8.664.264.367,292035711.0,6720719575.0,1391251081.0,260258000.0,8664264367.0
Phân loại lại,Nguyên giá > Phân loại lại,Phân loại lại,-,604.806.000,-,(604.806.000),-,,604806000.0,,-604806000.0,
Số cuối năm,Nguyên giá > Số cuối năm,Số cuối năm,1.368.568.111.412,6.470.833.522.679,290.542.870.869,95.400.539.401,8.225.345.044.361,1368568111412.0,6470833522679.0,290542870869.0,95400539401.0,8225345044361.0
Khẩu hao,Khẩu hao,Khẩu hao,Khẩu hao,Khẩu hao,Khẩu hao,Khẩu hao,Khẩu hao,,,,,
Số đầu năm,Khẩu hao > Số đầu năm,Số đầu năm,636.898.634.554,2.791.045.032.441,158.986.632.122,54.171.963.703,3.641.102.262.820,636898634554.0,2791045032441.0,158986632122.0,54171963703.0,3641102262820.0
Tăng trong năm,Khẩu hao > Tăng trong năm,Tăng trong năm,88.684.606.241,347.694.536.252,12.273.159.646,10.128.244.899,458.780.547.038,88684606241.0,347694536252.0,12273159646.0,10128244899.0,458780547038.0
- Khẩu hao,Khẩu hao > - Khẩu hao,- Khẩu hao,88.684.606.241,347.694.536.252,12.273.159.646,10.016.578.233,458.668.880.372,88684606241.0,347694536252.0,12273159646.0,10016578233.0,458668880372.0
- Dùng Quỹ KH&CN,Khẩu hao > - Dùng Quỹ KH&CN,- Dùng Quỹ KH&CN,-,-,-,111.666.666,111.666.666,,,,111666666.0,111666666.0
"T/lý, nhượng bán","Khẩu hao > T/lý, nhượng bán","T/lý, nhượng bán",292.035.711,6.720.719.575,1.391.251.081,260.258.000,8.664.264.367,292035711.0,6720719575.0,1391251081.0,260258000.0,8664264367.0
Phân loại lại,Khẩu hao > Phân loại lại,Phân loại lại,-,604.806.000,-,(604.806.000),-,,604806000.0,,-604806000.0,
Số cuối năm,Khẩu hao > Số cuối năm,Số cuối năm,725.291.205.084,3.131.414.043.118,169.868.540.687,64.644.756.602,4.091.218.545.491,725291205084.0,3131414043118.0,169868540687.0,64644756602.0,4091218545491.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,,
Số đầu năm,Giá trị còn lại > Số đầu năm,Số đầu năm,671.485.459.925,3.529.368.408.498,122.699.989.828,30.852.114.745,4.354.405.972.996,671485459925.0,3529368408498.0,122699989828.0,30852114745.0,4354405972996.0
Số cuối năm,Giá trị còn lại > Số cuối năm,Số cuối năm,643.276.906.328,3.339.419.479.561,120.674.330.182,30.755.782.799,4.134.126.498.870,643276906328.0,3339419479561.0,120674330182.0,30755782799.0,4134126498870.0
