row_label_raw,row_label_full,col_0,31/12/2016 > Giá trị,31/12/2016 > Dự phòng,01/01/2016 > Giá trị,01/01/2016 > Dự phòng,numeric__31/12/2016 > Giá trị,numeric__31/12/2016 > Dự phòng,numeric__01/01/2016 > Giá trị,numeric__01/01/2016 > Dự phòng
Lãi dự thu tiền gửi có kỳ hạn,Lãi dự thu tiền gửi có kỳ hạn,Lãi dự thu tiền gửi có kỳ hạn,10.858.231.638,-,10.440.318.191,-,10858231638.0,,10440318191.0,
Phải thu về lãi cho vay,Phải thu về lãi cho vay,Phải thu về lãi cho vay,,,,,,,,
- Công ty TNHH KTKS Đức Sang Gia Lai,Phải thu về lãi cho vay > - Công ty TNHH KTKS Đức Sang Gia Lai,- Công ty TNHH KTKS Đức Sang Gia Lai,1.635.037.883,-,2.010.037.883,-,1635037883.0,,2010037883.0,
- DNTN DL Lữ hành & ĐT Xây dựng NHHTC,Phải thu về lãi cho vay > - DNTN DL Lữ hành & ĐT Xây dựng NHHTC,- DNTN DL Lữ hành & ĐT Xây dựng NHHTC,974.653.388,(974.653.388),974.653.388,(759.366.355),974653388.0,-974653388.0,974653388.0,-759366355.0
- Công ty TNHH Đức Long Dung Quất,Phải thu về lãi cho vay > - Công ty TNHH Đức Long Dung Quất,- Công ty TNHH Đức Long Dung Quất,-,-,16.185.312.138,-,,,16185312138.0,
- Công ty CP Quốc tế Sài Gòn,Phải thu về lãi cho vay > - Công ty CP Quốc tế Sài Gòn,- Công ty CP Quốc tế Sài Gòn,46.610.648.101,-,25.365.478.587,-,46610648101.0,,25365478587.0,
- Nguyễn Tân Tiến,Phải thu về lãi cho vay > - Nguyễn Tân Tiến,- Nguyễn Tân Tiến,8.871.577.178,-,-,-,8871577178.0,,,
- Nguyễn Thanh Lâm,Phải thu về lãi cho vay > - Nguyễn Thanh Lâm,- Nguyễn Thanh Lâm,18.705.064.735,-,4.526.495.063,-,18705064735.0,,4526495063.0,
- Công ty TNHH MTV Việt Gia Phát (lãi cho vay),Phải thu về lãi cho vay > - Công ty TNHH MTV Việt Gia Phát (lãi cho vay),- Công ty TNHH MTV Việt Gia Phát (lãi cho vay),12.845.635.237,-,10.350.596.717,-,12845635237.0,,10350596717.0,
- Các đối tượng khác,Phải thu về lãi cho vay > - Các đối tượng khác,- Các đối tượng khác,775.658.805,-,96.833.335,-,775658805.0,,96833335.0,
Tạm ứng,Phải thu về lãi cho vay > Tạm ứng,Tạm ứng,19.617.726.429,(67.479.236),18.838.282.308,(67.479.236),19617726429.0,-67479236.0,18838282308.0,-67479236.0
Công ty CP Đầu tư Quốc tế Sài Gòn (*),Phải thu về lãi cho vay > Công ty CP Đầu tư Quốc tế Sài Gòn (*),Công ty CP Đầu tư Quốc tế Sài Gòn (*),100.000.000.000,-,100.000.000.000,-,100000000000.0,,100000000000.0,
"Ký cược, ký quỹ","Phải thu về lãi cho vay > Ký cược, ký quỹ","Ký cược, ký quỹ",5.935.663.536,-,6.814.309.696,-,5935663536.0,,6814309696.0,
"Phải thu BHXH, BHYT","Phải thu về lãi cho vay > Phải thu BHXH, BHYT","Phải thu BHXH, BHYT",39.735.779,-,-,-,39735779.0,,,
Phải thu khác,Phải thu về lãi cho vay > Phải thu khác,Phải thu khác,26.389.956.069,(1.557.012.357),21.527.269.200,(1.307.578.912),26389956069.0,-1557012357.0,21527269200.0,-1307578912.0
Cộng,Phải thu về lãi cho vay > Cộng,Cộng,253.259.588.778,(2.599.144.981),217.129.586.506,(2.134.424.503),253259588778.0,-2599144981.0,217129586506.0,-2134424503.0
