row_label_raw,row_label_full,col_0,Tỉnh hình hoạt động,31/12/2016 > Tỷ lệ vốn,31/12/2016 > Số lượng cổ phiếu,31/12/2016 > Giá gốc,31/12/2016 > Dự phòng,01/01/2016 > Giá trị hợp lý,01/01/2016 > Giá gốc,01/01/2016 > Dự phòng,numeric__Tỉnh hình hoạt động,numeric__31/12/2016 > Tỷ lệ vốn,numeric__31/12/2016 > Số lượng cổ phiếu,numeric__31/12/2016 > Giá gốc,numeric__31/12/2016 > Dự phòng,numeric__01/01/2016 > Giá trị hợp lý,numeric__01/01/2016 > Giá gốc,numeric__01/01/2016 > Dự phòng
Cty CP Dịch vụ Bảo vệ Tây Bình Tây Sơn (i3),Cty CP Dịch vụ Bảo vệ Tây Bình Tây Sơn (i3),Cty CP Dịch vụ Bảo vệ Tây Bình Tây Sơn (i3),Đang hoạt động,"18,70%",56.000,5.600.000.000,-,-,5.600.000.000,-,,0.187,56000.0,5600000000.0,,,5600000000.0,
Cty CP ĐT Xây dựng Nam Nguyên,Cty CP ĐT Xây dựng Nam Nguyên,Cty CP ĐT Xây dựng Nam Nguyên,Đang hoạt động,,96.800,968.000.000,(968.000.000),-,968.000.000,(968.000.000),,,96800.0,968000000.0,-968000000.0,,968000000.0,-968000000.0
Cty CP Đầu tư và Phát triển DVCT CC ĐLGL (i1),Cty CP Đầu tư và Phát triển DVCT CC ĐLGL (i1),Cty CP Đầu tư và Phát triển DVCT CC ĐLGL (i1),Đang hoạt động,"11,29%",1.717.768,8.200.000.000,-,22.502.760.800,-,-,,0.11289999999999999,1717768.0,8200000000.0,,22502760800.0,,
Cty TNHH KT Khoáng sản Đức Sang Gia Lai (i2),Cty TNHH KT Khoáng sản Đức Sang Gia Lai (i2),Cty TNHH KT Khoáng sản Đức Sang Gia Lai (i2),Đang hoạt động,"9,70%",,1.200.000.000,-,-,1.200.000.000,-,,0.09699999999999999,,1200000000.0,,,1200000000.0,
Cty CP Đầu tư và PT Điện năng Đức Long GL,Cty CP Đầu tư và PT Điện năng Đức Long GL,Cty CP Đầu tư và PT Điện năng Đức Long GL,Đang hoạt động,"2,88%",350.350,3.503.500.000,(399.648.516),-,3.503.500.000,(471.079.169),,0.0288,350350.0,3503500000.0,-399648516.0,,3503500000.0,-471079169.0
Cty CP Dịch vụ Công cộng ĐL Bảo Lộc,Cty CP Dịch vụ Công cộng ĐL Bảo Lộc,Cty CP Dịch vụ Công cộng ĐL Bảo Lộc,Đang hoạt động,"7,20%",48.000,480.000.000,(480.000.000),-,480.000.000,(480.000.000),,0.07200000000000001,48000.0,480000000.0,-480000000.0,,480000000.0,-480000000.0
Cty CP ĐT & KD Bất động sản ĐLGL,Cty CP ĐT & KD Bất động sản ĐLGL,Cty CP ĐT & KD Bất động sản ĐLGL,Đang hoạt động,"4,00%",400.000,4.000.000.000,(527.123.010),-,4.000.000.000,(346.159.195),,0.04,400000.0,4000000000.0,-527123010.0,,4000000000.0,-346159195.0
Công ty CP Đầu tư và Xây dựng ĐLGL (i2),Công ty CP Đầu tư và Xây dựng ĐLGL (i2),Công ty CP Đầu tư và Xây dựng ĐLGL (i2),Đang hoạt động,"8,17%",817.000,8.274.230.632,-,-,-,-,,0.0817,817000.0,8274230632.0,,,,
Cộng,Cộng,Cộng,,,,32.225.730.632,(2.374.771.526),22.502.760.800,15.751.500.000,(2.265.238.364),,,,32225730632.0,-2374771526.0,22502760800.0,15751500000.0,-2265238364.0
