row_label_raw,row_label_full,col_0,Từ 1 nămtrở xuống,Trên 1 nămđến 5 năm,Trên 5 năm,Cộng,numeric__Từ 1 nămtrở xuống,numeric__Trên 1 nămđến 5 năm,numeric__Trên 5 năm,numeric__Cộng
,,,VND,VND,VND,VND,,,,
Tại ngày 31/12/2024,Tại ngày 31/12/2024,Tại ngày 31/12/2024,Tại ngày 31/12/2024,Tại ngày 31/12/2024,Tại ngày 31/12/2024,Tại ngày 31/12/2024,,,,
Tiền và các khoản tương đương tiền,Tại ngày 31/12/2024 > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,42.631.503.613,-,-,42.631.503.613,42631503613.0,,,42631503613.0
Phải thu khác,Tại ngày 31/12/2024 > Phải thu khác,Phải thu khác,214.473.212.924,286.302.692,-,214.759.515.616,214473212924.0,286302692.0,,214759515616.0
Các khoản cho vay,Tại ngày 31/12/2024 > Các khoản cho vay,Các khoản cho vay,18.841.300.000,-,-,18.841.300.000,18841300000.0,,,18841300000.0
,,,275.946.016.537,286.302.692,-,276.232.319.229,275946016537.0,286302692.0,,276232319229.0
Tại ngày 01/01/2024,Tại ngày 01/01/2024,Tại ngày 01/01/2024,Tại ngày 01/01/2024,Tại ngày 01/01/2024,Tại ngày 01/01/2024,Tại ngày 01/01/2024,,,,
Tiền và các khoản tương đương tiền,Tại ngày 01/01/2024 > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,26.072.027.769,-,-,26.072.027.769,26072027769.0,,,26072027769.0
Phải thu khác,Tại ngày 01/01/2024 > Phải thu khác,Phải thu khác,327.312.751.627,286.302.692,-,327.599.054.319,327312751627.0,286302692.0,,327599054319.0
Các khoản cho vay,Tại ngày 01/01/2024 > Các khoản cho vay,Các khoản cho vay,50.061.300.000,-,-,50.061.300.000,50061300000.0,,,50061300000.0
,,,403.446.079.396,286.302.692,-,403.732.382.088,403446079396.0,286302692.0,,403732382088.0
