row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,31/12/2024 > VND,01/01/2024 > VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__31/12/2024 > VND,numeric__01/01/2024 > VND
300,300,300,C. NỘ PHẢI TRẢ,,1.095.729.049.327,1.327.200.908.961,,,1095729049327.0,1327200908961.0
310,310,310,I. Nợ ngắn hạn,,910.770.049.327,1.243.468.575.629,,,910770049327.0,1243468575629.0
311,311,311,1. Phải trả người bán ngắn hạn,,23.383.144,569.916,,,23383144.0,569916.0
313,313,313,2. Thuế và các khoản phải nộp Nhà nước,11,3.680.624.700,1.679.060.131,,11.0,3680624700.0,1679060131.0
314,314,314,3. Phải trả người lao động,,1.369.830.489,1.374.640.827,,,1369830489.0,1374640827.0
315,315,315,4. Chi phí phải trả ngắn hạn,12,206.944.444,180.000.000,,12.0,206944444.0,180000000.0
318,318,318,5. Doanh thu chưa thực hiện ngắn hạn,13,2.094.750.000,2.134.750.001,,13.0,2094750000.0,2134750001.0
319,319,319,6. Phải trả ngắn hạn khác,14,407.609.753.474,574.916.351.419,,14.0,407609753474.0,574916351419.0
320,320,320,7. Vay và nợ thuê tài chính ngắn hạn,15,490.089.333.332,657.774.072.791,,15.0,490089333332.0,657774072791.0
322,322,322,8. Quỹ khen thưởng phúc lợi,,5.695.429.744,5.409.130.544,,,5695429744.0,5409130544.0
330,330,330,II. Nợ dài hạn,,184.959.000.000,83.732.333.332,,,184959000000.0,83732333332.0
337,337,337,1. Phải trả dài hạn khác,14,399.000.000,399.000.000,,14.0,399000000.0,399000000.0
338,338,338,2. Vay và nợ thuê tài chính dài hạn,15,184.560.000.000,83.333.333.332,,15.0,184560000000.0,83333333332.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,3.953.043.898.809,3.890.674.874.559,,,3953043898809.0,3890674874559.0
410,410,410,I. Vốn chủ sở hữu,16,3.953.043.898.809,3.890.674.874.559,,16.0,3953043898809.0,3890674874559.0
411,411,411,1. Vốn góp của chủ sở hữu,,3.799.609.710.000,3.799.609.710.000,,,3799609710000.0,3799609710000.0
411a,411a,411a,Cổ phiếu phổ thông có quyền biểu quyết,,3.799.609.710.000,3.799.609.710.000,,,3799609710000.0,3799609710000.0
412,412,412,2. Thặng dư vốn cổ phần,,(76.363.636),(76.363.636),,,-76363636.0,-76363636.0
418,418,418,3. Quỹ đầu tư phát triển,,142.970.000,142.970.000,,,142970000.0,142970000.0
421,421,421,4. Lợi nhuận sau thuế chưa phân phối,,153.367.582.445,90.998.558.195,,,153367582445.0,90998558195.0
421a,421a,421a,LNST chưa phân phối lũy kế đến cuối năm trước,,90.666.158.995,56.771.168.429,,,90666158995.0,56771168429.0
421b,421b,421b,LNST chưa phân phối năm nay,,62.701.423.450,34.227.389.766,,,62701423450.0,34227389766.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,5.048.772.948.136,5.217.875.783.520,,,5048772948136.0,5217875783520.0
