row_label_raw,row_label_full,col_0,01/01/2024 > Giá trị,01/01/2024 > Dự phòng,Trong năm > Tăng,Trong năm > Giảm,31/12/2024 > Giá trị,31/12/2024 > Dự phòng,numeric__01/01/2024 > Giá trị,numeric__01/01/2024 > Dự phòng,numeric__Trong năm > Tăng,numeric__Trong năm > Giảm,numeric__31/12/2024 > Giá trị,numeric__31/12/2024 > Dự phòng
,,,VND,VND,VND,VND,VND,VND,,,,,,
Bên liên quan,Bên liên quan,Bên liên quan,10.690.000.000,-,46.050.000.000,56.740.000.000,-,-,10690000000.0,,46050000000.0,56740000000.0,,
- Công ty Cổ phần Phú Hữu Gia,- Công ty Cổ phần Phú Hữu Gia,- Công ty Cổ phần Phú Hữu Gia,10.690.000.000,-,3.050.000.000,13.740.000.000,-,-,10690000000.0,,3050000000.0,13740000000.0,,
- Công ty Cổ phần Dây và Cáp Sacom,- Công ty Cổ phần Dây và Cáp Sacom,- Công ty Cổ phần Dây và Cáp Sacom,-,-,43.000.000.000,43.000.000.000,-,-,,,43000000000.0,43000000000.0,,
Bên khác,Bên khác,Bên khác,39.371.300.000,-,-,20.530.000.000,18.841.300.000,-,39371300000.0,,,20530000000.0,18841300000.0,
- Công ty Cổ phần Xuất nhập khẩu Tổng hợp I Việt Nam (*),- Công ty Cổ phần Xuất nhập khẩu Tổng hợp I Việt Nam (*),- Công ty Cổ phần Xuất nhập khẩu Tổng hợp I Việt Nam (*),18.841.300.000,-,-,-,18.841.300.000,-,18841300000.0,,,,18841300000.0,
- Công ty Cổ phần SAM Nông nghiệp Công nghệ cao,- Công ty Cổ phần SAM Nông nghiệp Công nghệ cao,- Công ty Cổ phần SAM Nông nghiệp Công nghệ cao,7.000.000.000,-,-,7.000.000.000,-,-,7000000000.0,,,7000000000.0,,
- Công ty Cổ phần Nông Lâm nghiệp Trường Thành,- Công ty Cổ phần Nông Lâm nghiệp Trường Thành,- Công ty Cổ phần Nông Lâm nghiệp Trường Thành,13.530.000.000,-,-,13.530.000.000,-,-,13530000000.0,,,13530000000.0,,
,,,50.061.300.000,-,46.050.000.000,77.270.000.000,18.841.300.000,-,50061300000.0,,46050000000.0,77270000000.0,18841300000.0,
