row_label_raw,row_label_full,col_0,Năm 2024,Năm 2023,numeric__Năm 2024,numeric__Năm 2023
,,,VND,VND,,
Tổng lợi nhuận kế toán trước thuế TNDN,Tổng lợi nhuận kế toán trước thuế TNDN,Tổng lợi nhuận kế toán trước thuế TNDN,67.924.754.608,36.196.656.355,67924754608.0,36196656355.0
Các khoản điều chỉnh tăng,Các khoản điều chỉnh tăng,Các khoản điều chỉnh tăng,16.196.346.181,38.599.926.588,16196346181.0,38599926588.0
- Chi phí không hợp lệ,- Chi phí không hợp lệ,- Chi phí không hợp lệ,337.600.633,1.390.860.562,337600633.0,1390860562.0
- Thủ lao của HĐQT không tham gia điều hành,- Thủ lao của HĐQT không tham gia điều hành,- Thủ lao của HĐQT không tham gia điều hành,1.408.343.045,1.533.600.000,1408343045.0,1533600000.0
- Chi phí lãi vay không hợp lệ theo Nghị định 132/2020,- Chi phí lãi vay không hợp lệ theo Nghị định 132/2020,- Chi phí lãi vay không hợp lệ theo Nghị định 132/2020,14.450.402.503,35.675.466.026,14450402503.0,35675466026.0
Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,(58.004.445.000),(64.950.250.000),-58004445000.0,-64950250000.0
"- Cổ tức, lợi nhuận được chia","- Cổ tức, lợi nhuận được chia","- Cổ tức, lợi nhuận được chia",(58.004.445.000),(64.950.250.000),-58004445000.0,-64950250000.0
Thu nhập chịu thuế TNDN,Thu nhập chịu thuế TNDN,Thu nhập chịu thuế TNDN,26.116.655.789,9.846.332.943,26116655789.0,9846332943.0
Chi phí thuế TNDN hiện hành (thuế suất 20%),Chi phí thuế TNDN hiện hành (thuế suất 20%),Chi phí thuế TNDN hiện hành (thuế suất 20%),5.223.331.158,1.969.266.589,5223331158.0,1969266589.0
Thuế TNDN phải nộp đầu năm,Thuế TNDN phải nộp đầu năm,Thuế TNDN phải nộp đầu năm,426.560.131,9.053.162.866,426560131.0,9053162866.0
Thuế TNDN đã nộp trong năm,Thuế TNDN đã nộp trong năm,Thuế TNDN đã nộp trong năm,(1.969.266.589),(10.595.869.324),-1969266589.0,-10595869324.0
Thuế TNDN phải nộp cuối năm,Thuế TNDN phải nộp cuối năm,Thuế TNDN phải nộp cuối năm,3.680.624.700,426.560.131,3680624700.0,426560131.0
