row_label_raw,row_label_full,col_0,Số lượng,% vốn sở hữu,% quyền biểu quyết,31/12/2020 > Giá trị ghi số/giá gốc VND,31/12/2020 > Dự phòng VND,31/12/2020 > Giá trị hợp lý VND,31/12/2020 > Số lượng,31/12/2020 > % vốn sở hữu,31/12/2020 > % quyền biểu quyết,1/1/2020 > Giá trị ghi số/giá gốc VND,1/1/2020 > Dự phòng VND,1/1/2020 > Giá trị hợp lý VND,numeric__Số lượng,numeric__% vốn sở hữu,numeric__% quyền biểu quyết,numeric__31/12/2020 > Giá trị ghi số/giá gốc VND,numeric__31/12/2020 > Dự phòng VND,numeric__31/12/2020 > Giá trị hợp lý VND,numeric__31/12/2020 > Số lượng,numeric__31/12/2020 > % vốn sở hữu,numeric__31/12/2020 > % quyền biểu quyết,numeric__1/1/2020 > Giá trị ghi số/giá gốc VND,numeric__1/1/2020 > Dự phòng VND,numeric__1/1/2020 > Giá trị hợp lý VND
Đầu tư vào công ty con▪ Công ty Cổ phần Thủy diện Hạ Sông Pha (i),Đầu tư vào công ty con▪ Công ty Cổ phần Thủy diện Hạ Sông Pha (i),Đầu tư vào công ty con▪ Công ty Cổ phần Thủy diện Hạ Sông Pha (i),11.200.000,70%,70%,112.000.000.000,-,(*),11.200.000,70%,70%,112.000.000.000,-,(*),11200000.0,0.7,0.7,112000000000.0,,,11200000.0,0.7,0.7,112000000000.0,,
Đầu tư vào công ty liên kết▪ Công ty Cổ phần Phong diện Thuận Bình (ii),Đầu tư vào công ty liên kết▪ Công ty Cổ phần Phong diện Thuận Bình (ii),Đầu tư vào công ty liên kết▪ Công ty Cổ phần Phong diện Thuận Bình (ii),5.507.920,20%,20%,55.079.200.000,(1.797.004.960),(*),3.267.920,20%,20%,32.679.200.000,-,(*),5507920.0,0.2,0.2,55079200000.0,-1797004960.0,,3267920.0,0.2,0.2,32679200000.0,,
Đầu tư góp vốn vào các đơn vị khác▪ Công ty Cổ phần Thủy diện A Vương▪ Công ty Cổ phần Thủy diện Sông Ba Hạ,Đầu tư góp vốn vào các đơn vị khác▪ Công ty Cổ phần Thủy diện A Vương▪ Công ty Cổ phần Thủy diện Sông Ba Hạ,Đầu tư góp vốn vào các đơn vị khác▪ Công ty Cổ phần Thủy diện A Vương▪ Công ty Cổ phần Thủy diện Sông Ba Hạ,2.579.069,"3,3%","3,3%",24.560.000.000,-,68.603.235.400,2.579.069,"3,3%","3,3%",24.560.000.000,-,67.829.514.700,2579069.0,0.033,0.033,24560000000.0,,68603235400.0,2579069.0,0.033,0.033,24560000000.0,,67829514700.0
Đầu tư góp vốn vào các đơn vị khác▪ Công ty Cổ phần Thủy diện A Vương▪ Công ty Cổ phần Thủy diện Sông Ba Hạ,Đầu tư góp vốn vào các đơn vị khác▪ Công ty Cổ phần Thủy diện A Vương▪ Công ty Cổ phần Thủy diện Sông Ba Hạ,Đầu tư góp vốn vào các đơn vị khác▪ Công ty Cổ phần Thủy diện A Vương▪ Công ty Cổ phần Thủy diện Sông Ba Hạ,1.280.000,1%,1%,12.800.000.000,-,37.120.000.000,1.280.000,1%,1%,12.800.000.000,-,29.568.000.000,1280000.0,0.01,0.01,12800000000.0,,37120000000.0,1280000.0,0.01,0.01,12800000000.0,,29568000000.0
Đầu tư góp vốn vào các đơn vị khác▪ Công ty Cổ phần Thủy diện A Vương▪ Công ty Cổ phần Thủy diện Sông Ba Hạ,Đầu tư góp vốn vào các đơn vị khác▪ Công ty Cổ phần Thủy diện A Vương▪ Công ty Cổ phần Thủy diện Sông Ba Hạ,Đầu tư góp vốn vào các đơn vị khác▪ Công ty Cổ phần Thủy diện A Vương▪ Công ty Cổ phần Thủy diện Sông Ba Hạ,,,,37.360.000.000,-,,,,,37.360.000.000,-,,,,,37360000000.0,,,,,,37360000000.0,,
Đầu tư góp vốn vào các đơn vị khác▪ Công ty Cổ phần Thủy diện A Vương▪ Công ty Cổ phần Thủy diện Sông Ba Hạ,Đầu tư góp vốn vào các đơn vị khác▪ Công ty Cổ phần Thủy diện A Vương▪ Công ty Cổ phần Thủy diện Sông Ba Hạ,Đầu tư góp vốn vào các đơn vị khác▪ Công ty Cổ phần Thủy diện A Vương▪ Công ty Cổ phần Thủy diện Sông Ba Hạ,,,,204.439.200.000,(1.797.004.960),,,,,182.039.200.000,-,,,,,204439200000.0,-1797004960.0,,,,,182039200000.0,,
