row_label_raw,row_label_full,col_0,2020VND,2019VND,numeric__2020VND,numeric__2019VND
Mua tài sản cố định và xây dựng cơ bản dở dang chưa thanh toán,Mua tài sản cố định và xây dựng cơ bản dở dang chưa thanh toán,Mua tài sản cố định và xây dựng cơ bản dở dang chưa thanh toán,54.757.915.563,73.251.099.873,54757915563.0,73251099873.0
Thanh toán nợ gốc vay bằng cách cán trừ với khoản phải thu khách hàng,Thanh toán nợ gốc vay bằng cách cán trừ với khoản phải thu khách hàng,Thanh toán nợ gốc vay bằng cách cán trừ với khoản phải thu khách hàng,433.698.824.858,524.539.887.116,433698824858.0,524539887116.0
Chi trả cổ tức bằng cách cán trừ với khoản cho vay,Chi trả cổ tức bằng cách cán trừ với khoản cho vay,Chi trả cổ tức bằng cách cán trừ với khoản cho vay,500.000.000.000,-,500000000000.0,
Chi trả cổ tức bằng cách cán trừ với lãi cho vay phải thu,Chi trả cổ tức bằng cách cán trừ với lãi cho vay phải thu,Chi trả cổ tức bằng cách cán trừ với lãi cho vay phải thu,42.714.014.219,72.182.827.268,42714014219.0,72182827268.0
Lãi tiền gửi có kỳ hạn vốn hóa vào nợ gốc,Lãi tiền gửi có kỳ hạn vốn hóa vào nợ gốc,Lãi tiền gửi có kỳ hạn vốn hóa vào nợ gốc,7.077.397.218,28.531.416.284,7077397218.0,28531416284.0
Thanh toán lãi vay bằng cách cán trừ với khoản phải thu khách hàng,Thanh toán lãi vay bằng cách cán trừ với khoản phải thu khách hàng,Thanh toán lãi vay bằng cách cán trừ với khoản phải thu khách hàng,10.543.875.442,-,10543875442.0,
Chi phí lãi vay nhập nợ gốc vay,Chi phí lãi vay nhập nợ gốc vay,Chi phí lãi vay nhập nợ gốc vay,9.074.526.915,-,9074526915.0,
Chuyển từ hàng tồn kho sang tài sản cố định,Chuyển từ hàng tồn kho sang tài sản cố định,Chuyển từ hàng tồn kho sang tài sản cố định,7.851.708.069,-,7851708069.0,
Chuyển tài sản cố định sang hàng tồn kho,Chuyển tài sản cố định sang hàng tồn kho,Chuyển tài sản cố định sang hàng tồn kho,-,3.912.000,,3912000.0
Chuyển xây dựng cơ bản dở dang sang chi phí trả trước dài hạn,Chuyển xây dựng cơ bản dở dang sang chi phí trả trước dài hạn,Chuyển xây dựng cơ bản dở dang sang chi phí trả trước dài hạn,381.997.000,-,381997000.0,
