row_label_raw,row_label_full,Công ty Mua Bán Điện – Tập đoàn Điện lực Việt Nam,31/12/2020VND > 304.994.974.360,1/1/2020VND > 347.656.889.213,numeric__31/12/2020VND > 304.994.974.360,numeric__1/1/2020VND > 347.656.889.213
Các khách hàng khác,Các khách hàng khác,Các khách hàng khác,2.988.711.759,6.962.791.501,2988711759.0,6962791501.0
,,,307.983.686.119,354.619.680.714,307983686119.0,354619680714.0
