row_label_raw,row_label_full,col_0,Bảng cân đối kế toán tổng hợp,Bảng cân đối kế toán tổng hợp_1,numeric__Bảng cân đối kế toán tổng hợp,numeric__Bảng cân đối kế toán tổng hợp_1
,,,Số cuối năm VND,Số đầu năm VND,,
Khấu hao tài sản cố định tạm tăng (chưa có hóa đơn),Khấu hao tài sản cố định tạm tăng (chưa có hóa đơn),Khấu hao tài sản cố định tạm tăng (chưa có hóa đơn),42.154.066.105,75.981.628.184,42154066105.0,75981628184.0
Trích trước chi phí thuê đất chưa có thông báo của Cơ quan Thuế,Trích trước chi phí thuê đất chưa có thông báo của Cơ quan Thuế,Trích trước chi phí thuê đất chưa có thông báo của Cơ quan Thuế,6.851.047.359,15.356.881.284,6851047359.0,15356881284.0
Chi phí sửa chữa (chưa có hóa đơn),Chi phí sửa chữa (chưa có hóa đơn),Chi phí sửa chữa (chưa có hóa đơn),1.349.305.237,5.318.361.635,1349305237.0,5318361635.0
Lỗ chênh lệch tỷ giá hối doái do đánh giá lại các khoản mục tiền và phải thu có gốc ngoại tệ,Lỗ chênh lệch tỷ giá hối doái do đánh giá lại các khoản mục tiền và phải thu có gốc ngoại tệ,Lỗ chênh lệch tỷ giá hối doái do đánh giá lại các khoản mục tiền và phải thu có gốc ngoại tệ,804.283.386,625.673.003,804283386.0,625673003.0
Dự phòng nợ phải thu khó đòi,Dự phòng nợ phải thu khó đòi,Dự phòng nợ phải thu khó đòi,466.520.710,-,466520710.0,
Dự phòng các khoản đầu tư tài chính,Dự phòng các khoản đầu tư tài chính,Dự phòng các khoản đầu tư tài chính,360.251.747,-,360251747.0,
Tài sản thuế TNDN hoãn lại,Tài sản thuế TNDN hoãn lại,Tài sản thuế TNDN hoãn lại,51.985.474.544,97.282.544.106,51985474544.0,97282544106.0
