row_label_raw,row_label_full,col_0,Số cuối năm VND,Số đầu năm VND,numeric__Số cuối năm VND,numeric__Số đầu năm VND
Ngắn hạn,Ngắn hạn,Ngắn hạn,2.317.235.663.973,2.648.188.958.368,2317235663973.0,2648188958368.0
Bèn liên quan (Thuyết minh số 29),Bèn liên quan (Thuyết minh số 29),Bèn liên quan (Thuyết minh số 29),24.288.987.954,76.662.938.489,24288987954.0,76662938489.0
Phải thu ngắn hạn các bên khác,Phải thu ngắn hạn các bên khác,Phải thu ngắn hạn các bên khác,2.292.946.676.019,2.571.526.019.879,2292946676019.0,2571526019879.0
- Công ty Cổ phần Hàng không Vietjet,- Công ty Cổ phần Hàng không Vietjet,- Công ty Cổ phần Hàng không Vietjet,735.574.727.829,621.885.666.258,735574727829.0,621885666258.0
- Tổng Công ty Hàng không Việt Nam,- Tổng Công ty Hàng không Việt Nam,- Tổng Công ty Hàng không Việt Nam,663.672.980.183,646.495.367.600,663672980183.0,646495367600.0
- Công ty Cổ phần Hàng không Tre Việt,- Công ty Cổ phần Hàng không Tre Việt,- Công ty Cổ phần Hàng không Tre Việt,326.410.951.274,129.918.629.508,326410951274.0,129918629508.0
- Công ty Cổ phần Hàng không Pacific Airlines,- Công ty Cổ phần Hàng không Pacific Airlines,- Công ty Cổ phần Hàng không Pacific Airlines,279.368.092.340,138.953.932.369,279368092340.0,138953932369.0
- Đối tượng khác,- Đối tượng khác,- Đối tượng khác,287.919.924.393,1.034.272.424.144,287919924393.0,1034272424144.0
Dài hạn,Dài hạn,Dài hạn,6.300.000.200,6.300.000.200,6300000200.0,6300000200.0
- Công ty Cổ phần Hoàng Long Yến,- Công ty Cổ phần Hoàng Long Yến,- Công ty Cổ phần Hoàng Long Yến,6.300.000.200,6.300.000.200,6300000200.0,6300000200.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,2.323.535.664.173,2.654.488.958.568,2323535664173.0,2654488958568.0
Dự phòng phải thu ngắn hạn khó đòi (Thuyết minh số 9),Dự phòng phải thu ngắn hạn khó đòi (Thuyết minh số 9),Dự phòng phải thu ngắn hạn khó đòi (Thuyết minh số 9),(58.955.940.396),(29.893.858.909),-58955940396.0,-29893858909.0
GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,2.264.579.723.777,2.624.595.099.659,2264579723777.0,2624595099659.0
