row_label_raw,row_label_full,Bên liên quan,Năm nayVND,Năm trướcVND,numeric__Năm nayVND,numeric__Năm trướcVND
Công ty Cổ phần Dịch vụ Nhiên liệu Hàngkhông Nội Bài,Mua hàng với các bên liên quan > Công ty Cổ phần Dịch vụ Nhiên liệu Hàngkhông Nội Bài,Công ty Cổ phần Dịch vụ Nhiên liệu Hàngkhông Nội Bài,29.323.965.780,1.032.492.723,29323965780.0,1032492723.0
Công ty Cổ phần Dịch vụ Hàng khôngSân bay Tân Sơn Nhất,Mua hàng với các bên liên quan > Công ty Cổ phần Dịch vụ Hàng khôngSân bay Tân Sơn Nhất,Công ty Cổ phần Dịch vụ Hàng khôngSân bay Tân Sơn Nhất,11.476.438.984,19.924.184.233,11476438984.0,19924184233.0
Công ty Cổ phần Phục vụ Mặt đất Sài Gòn,Mua hàng với các bên liên quan > Công ty Cổ phần Phục vụ Mặt đất Sài Gòn,Công ty Cổ phần Phục vụ Mặt đất Sài Gòn,6.638.353.579,8.005.501.957,6638353579.0,8005501957.0
Công ty Cổ phần Phục vụ Mặt đất Hà Nội,Mua hàng với các bên liên quan > Công ty Cổ phần Phục vụ Mặt đất Hà Nội,Công ty Cổ phần Phục vụ Mặt đất Hà Nội,1.000.035.549,1.002.742.567,1000035549.0,1002742567.0
Công ty Cổ phần Thương mại Hàng khôngMiền Nam,Mua hàng với các bên liên quan > Công ty Cổ phần Thương mại Hàng khôngMiền Nam,Công ty Cổ phần Thương mại Hàng khôngMiền Nam,724.389.084,1.032.492.723,724389084.0,1032492723.0
Công ty Cổ phần Vận tải Hàng khôngMiền Nam,Mua hàng với các bên liên quan > Công ty Cổ phần Vận tải Hàng khôngMiền Nam,Công ty Cổ phần Vận tải Hàng khôngMiền Nam,505.484.256,458.379.625,505484256.0,458379625.0
Công ty Cổ phần Dịch vụ Hàng hóa Hàngkhông Việt Nam,Mua hàng với các bên liên quan > Công ty Cổ phần Dịch vụ Hàng hóa Hàngkhông Việt Nam,Công ty Cổ phần Dịch vụ Hàng hóa Hàngkhông Việt Nam,31.450.500,220.601.000,31450500.0,220601000.0
Doanh thu tài chính với các bên liên quan,Doanh thu tài chính với các bên liên quan,Doanh thu tài chính với các bên liên quan,Doanh thu tài chính với các bên liên quan,Doanh thu tài chính với các bên liên quan,,
Công ty Cổ phần Dịch vụ Hàng khôngSân bay Tân Sơn Nhất,Doanh thu tài chính với các bên liên quan > Công ty Cổ phần Dịch vụ Hàng khôngSân bay Tân Sơn Nhất,Công ty Cổ phần Dịch vụ Hàng khôngSân bay Tân Sơn Nhất,98.256.300.000,150.004.618.000,98256300000.0,150004618000.0
Công ty Cổ phần Phục vụ Mặt đất Sài Gòn,Doanh thu tài chính với các bên liên quan > Công ty Cổ phần Phục vụ Mặt đất Sài Gòn,Công ty Cổ phần Phục vụ Mặt đất Sài Gòn,64.512.204.000,34.560.111.000,64512204000.0,34560111000.0
Công ty Cổ phần Dịch vụ Hàng hóaHàng không Việt Nam,Doanh thu tài chính với các bên liên quan > Công ty Cổ phần Dịch vụ Hàng hóaHàng không Việt Nam,Công ty Cổ phần Dịch vụ Hàng hóaHàng không Việt Nam,32.500.000.000,22.500.000.000,32500000000.0,22500000000.0
Công ty Cổ phần Phục vụ Mặt đất Hà Nội,Doanh thu tài chính với các bên liên quan > Công ty Cổ phần Phục vụ Mặt đất Hà Nội,Công ty Cổ phần Phục vụ Mặt đất Hà Nội,5.700.000.000,8.700.000.000,5700000000.0,8700000000.0
Công ty Cổ phần Dịch vụ Nhiên liệuHàng không Nội Bài,Doanh thu tài chính với các bên liên quan > Công ty Cổ phần Dịch vụ Nhiên liệuHàng không Nội Bài,Công ty Cổ phần Dịch vụ Nhiên liệuHàng không Nội Bài,4.800.000.000,16.200.000.000,4800000000.0,16200000000.0
Công ty Cổ phần Vận tải Hàng khôngMiền Nam,Doanh thu tài chính với các bên liên quan > Công ty Cổ phần Vận tải Hàng khôngMiền Nam,Công ty Cổ phần Vận tải Hàng khôngMiền Nam,-,652.500.000,,652500000.0
Công ty TNHH Dịch vụ Bảo dưỡngMáy bay Cảng hàng không Miền Nam,Doanh thu tài chính với các bên liên quan > Công ty TNHH Dịch vụ Bảo dưỡngMáy bay Cảng hàng không Miền Nam,Công ty TNHH Dịch vụ Bảo dưỡngMáy bay Cảng hàng không Miền Nam,-,11.220.000.000,,11220000000.0
