row_label_raw,row_label_full,col_0,col_1,Năm nay VND,Năm trước VND,numeric__col_1,numeric__Năm nay VND,numeric__Năm trước VND
I.,I.,I.,Doanh thu,1.465.178.844.103,2.840.600.093.525,,1465178844103.0,2840600093525.0
1.,1.,1.,Doanh thu dịch vụ cắt và hạ cánh,1.456.190.339.126,2.776.995.498.777,,1456190339126.0,2776995498777.0
1.,1.,1.,Các khoản giảm trừ doanh thu,29.798.676.437,69.222.323.211,,29798676437.0,69222323211.0
1.,1.,1.,Doanh thu thuần,1.426.391.662.689,2.707.773.175.566,,1426391662689.0,2707773175566.0
2.,2.,2.,Lãi tiền gửi,38.560.599.414,132.635.898.959,,38560599414.0,132635898959.0
3.,3.,3.,Thu nhập khác,226.582.000,191.019.000,,226582000.0,191019000.0
II.,II.,II.,Chi phí,894.130.494.603,1.387.321.526.105,,894130494603.0,1387321526105.0
1.,1.,1.,Chi phí hoạt động,751.368.407.228,1.023.971.884.250,,751368407228.0,1023971884250.0
1.,1.,1.,Chi phí nhân viên,401.066.232.604,533.754.414.901,,401066232604.0,533754414901.0
1.,1.,1.,"Chi phí vật liệu công cụ dụng cụ,đồ dùng văn phòng",6.359.769.493,9.537.514.710,,6359769493.0,9537514710.0
1.,1.,1.,Chi phí khấu hao tài sản cố định,42.248.878.443,70.926.177.987,,42248878443.0,70926177987.0
1.,1.,1.,"Thuế, phí, lệ phí",1.595.435.460,(1.711.730.442),,1595435460.0,-1711730442.0
1.,1.,1.,Chi phí sửa chữa tài sản,170.335.272.210,227.616.214.737,,170335272210.0,227616214737.0
1.,1.,1.,Chi phí điện. nước. thông tin liên lạc,19.310.062.238,20.718.600.536,,19310062238.0,20718600536.0
1.,1.,1.,Chi phí dịch vụ mua ngoài khác,40.920.075.079,44.024.723.083,,40920075079.0,44024723083.0
1.,1.,1.,Chi phí phúc lợi người lao động,20.581.214.967,50.107.871.325,,20581214967.0,50107871325.0
1.,1.,1.,Chi phí bằng tiền khác,44.904.146.306,65.842.983.317,,44904146306.0,65842983317.0
1.,1.,1.,Chi phí trích lập dự phòng,2.504.969.178,-,,2504969178.0,
1.,1.,1.,Lỗ chênh lệch tỷ giá chưa thực hiện,655.104.821,595.198.474,,655104821.0,595198474.0
1.,1.,1.,Lỗ chênh lệch tỷ giá đã thực hiện,887.246.429,2.559.915.622,,887246429.0,2559915622.0
2.,2.,2.,Chi phí thuế thu nhập doanh nghiệphiện hành,142.265.321.995,364.503.050.005,,142265321995.0,364503050005.0
3.,3.,3.,Chi phí thuế thu nhập doanh nghiệphoản lại,496.765.380,(1.153.408.150),,496765380.0,-1153408150.0
III.,III.,III.,Chênh lệch doanh thu – chi phí,571.048.349.500,1.453.278.567.420,,571048349500.0,1453278567420.0
IV.,IV.,IV.,Các thông tin liên quan khác,,,,,
1.,IV. > 1.,1.,Hao mòn tài sản cố định,190.384.679.768,196.792.828.636,,190384679768.0,196792828636.0
