row_label_raw,row_label_full,col_0,Năm nayVND,Năm trướcVND,numeric__Năm nayVND,numeric__Năm trướcVND
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,2.218.372.885.529,3.035.495.835.825,2218372885529.0,3035495835825.0
"Chi phí vật liệu, đồ dùng văn phòng","Chi phí vật liệu, đồ dùng văn phòng","Chi phí vật liệu, đồ dùng văn phòng",87.507.219.424,104.476.246.103,87507219424.0,104476246103.0
Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,2.979.583.120.184,3.910.064.843.582,2979583120184.0,3910064843582.0
"Thuế, phí, lệ phí","Thuế, phí, lệ phí","Thuế, phí, lệ phí",99.284.566.322,101.870.668.985,99284566322.0,101870668985.0
Chi phí sửa chữa tài sản,Chi phí sửa chữa tài sản,Chi phí sửa chữa tài sản,361.423.375.481,395.792.511.014,361423375481.0,395792511014.0
"Chi phí điều hành, thương quyền","Chi phí điều hành, thương quyền","Chi phí điều hành, thương quyền",59.159.782.397,233.002.093.890,59159782397.0,233002093890.0
"Chi phí bảo hiểm hàng không,phi hàng không","Chi phí bảo hiểm hàng không,phi hàng không","Chi phí bảo hiểm hàng không,phi hàng không",27.476.270.759,21.749.388.955,27476270759.0,21749388955.0
"Chi phí điện, nước, thông tin liên lạc","Chi phí điện, nước, thông tin liên lạc","Chi phí điện, nước, thông tin liên lạc",305.266.068.576,466.729.890.777,305266068576.0,466729890777.0
Chi phí dịch vụ mua ngoài khác,Chi phí dịch vụ mua ngoài khác,Chi phí dịch vụ mua ngoài khác,224.835.289.902,406.030.443.194,224835289902.0,406030443194.0
"Chi hoa hồng, môi giới","Chi hoa hồng, môi giới","Chi hoa hồng, môi giới",63.679.073.221,162.290.859.539,63679073221.0,162290859539.0
Chi phí phúc lợi cho người lao động,Chi phí phúc lợi cho người lao động,Chi phí phúc lợi cho người lao động,121.131.942.813,181.298.316.295,121131942813.0,181298316295.0
Phí nhượng quyền khai thác,Phí nhượng quyền khai thác,Phí nhượng quyền khai thác,125.298.467.177,216.674.765.776,125298467177.0,216674765776.0
Chi phí bằng tiền khác,Chi phí bằng tiền khác,Chi phí bằng tiền khác,211.301.471.700,279.881.645.306,211301471700.0,279881645306.0
Trích lập (hoàn nhập) dự phòngnợ phải thu khó đòi,Trích lập (hoàn nhập) dự phòngnợ phải thu khó đòi,Trích lập (hoàn nhập) dự phòngnợ phải thu khó đòi,26.557.112.309,(17.424.000),26557112309.0,-17424000.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,6.910.876.645.794,9.515.340.085.241,6910876645794.0,9515340085241.0
