row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,Số cuối năm VND,Số đầu năm VND,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm VND,numeric__Số đầu năm VND
A. TÀI SẢN NGẢN HẠN,A. TÀI SẢN NGẢN HẠN,A. TÀI SẢN NGẢN HẠN,100,,37.895.432.242.639,37.191.002.727.354,100.0,,37895432242639.0,37191002727354.0
I. Tiền,I. Tiền,I. Tiền,110,4,498.742.193.030,343.632.448.037,110.0,4.0,498742193030.0,343632448037.0
1. Tiền,1. Tiền,1. Tiền,111,,498.742.193.030,343.632.448.037,111.0,,498742193030.0,343632448037.0
II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,120,,33.120.000.000.000,30.840.000.000.000,120.0,,33120000000000.0,30840000000000.0
1. Đầu tư nắm giữ đến ngày đáo hạn,1. Đầu tư nắm giữ đến ngày đáo hạn,1. Đầu tư nắm giữ đến ngày đáo hạn,123,5,33.120.000.000.000,30.840.000.000.000,123.0,5.0,33120000000000.0,30840000000000.0
III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,130,,3.806.803.092.044,5.354.547.107.967,130.0,,3806803092044.0,5354547107967.0
1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,6,2.317.235.663.973,2.648.188.958.368,131.0,6.0,2317235663973.0,2648188958368.0
2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,132,7,261.022.087.276,229.558.536.099,132.0,7.0,261022087276.0,229558536099.0
3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,136,8,1.287.501.281.191,2.506.693.472.409,136.0,8.0,1287501281191.0,2506693472409.0
4. Dự phòng phải thu ngắn hạn khó đòi,4. Dự phòng phải thu ngắn hạn khó đòi,4. Dự phòng phải thu ngắn hạn khó đòi,137,9,(58.955.940.396),(29.893.858.909),137.0,9.0,-58955940396.0,-29893858909.0
IV. Hàng tồn kho,IV. Hàng tồn kho,IV. Hàng tồn kho,140,10,350.235.782.228,488.114.527.859,140.0,10.0,350235782228.0,488114527859.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,,350.235.782.228,488.114.527.859,141.0,,350235782228.0,488114527859.0
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,119.651.175.337,164.708.643.491,150.0,,119651175337.0,164708643491.0
1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,11,21.986.891.734,23.596.124.206,151.0,11.0,21986891734.0,23596124206.0
