row_label_raw,row_label_full,col_0,Số cuối năm VND,Số đầu năm VND,numeric__Số cuối năm VND,numeric__Số đầu năm VND
Ngắn hạn,Ngắn hạn,Ngắn hạn,21.986.891.734,23.596.124.206,21986891734.0,23596124206.0
Công cụ dụng cụ,Công cụ dụng cụ,Công cụ dụng cụ,12.411.127.818,15.112.357.884,12411127818.0,15112357884.0
Bảo hiểm,Bảo hiểm,Bảo hiểm,5.885.935.721,5.077.362.873,5885935721.0,5077362873.0
Các khoản khác,Các khoản khác,Các khoản khác,3.689.828.195,3.406.403.449,3689828195.0,3406403449.0
Dài hạn,Dài hạn,Dài hạn,302.252.693.861,304.767.748.933,302252693861.0,304767748933.0
Đền bù giải phóng mặt bằng sân dỗ T2,Đền bù giải phóng mặt bằng sân dỗ T2,Đền bù giải phóng mặt bằng sân dỗ T2,184.756.000.000,243.100.000.000,184756000000.0,243100000000.0
Cảng hàng không quốc tế Nội Bài,Cảng hàng không quốc tế Nội Bài,Cảng hàng không quốc tế Nội Bài,,,,
Bản quyền phần mềm máy tính,Cảng hàng không quốc tế Nội Bài > Bản quyền phần mềm máy tính,Bản quyền phần mềm máy tính,44.842.079.641,1.270.632.435,44842079641.0,1270632435.0
Công cụ dụng cụ,Cảng hàng không quốc tế Nội Bài > Công cụ dụng cụ,Công cụ dụng cụ,35.476.057.936,22.804.563.171,35476057936.0,22804563171.0
Đền bù giải phóng mặt bằng dự án mở rộng phía Bắc Cảng hàng không quốc tế Đà Nẵng,Cảng hàng không quốc tế Nội Bài > Đền bù giải phóng mặt bằng dự án mở rộng phía Bắc Cảng hàng không quốc tế Đà Nẵng,Đền bù giải phóng mặt bằng dự án mở rộng phía Bắc Cảng hàng không quốc tế Đà Nẵng,19.057.490.278,20.447.231.836,19057490278.0,20447231836.0
Đền bù giải phóng mặt bằng dự án mở rộng Cảng hàng không quốc tế Đà Nẵng,Cảng hàng không quốc tế Nội Bài > Đền bù giải phóng mặt bằng dự án mở rộng Cảng hàng không quốc tế Đà Nẵng,Đền bù giải phóng mặt bằng dự án mở rộng Cảng hàng không quốc tế Đà Nẵng,12.258.823.680,12.258.823.680,12258823680.0,12258823680.0
Các khoản khác,Cảng hàng không quốc tế Nội Bài > Các khoản khác,Các khoản khác,5.862.242.326,4.886.497.811,5862242326.0,4886497811.0
TỔNG CỘNG,Cảng hàng không quốc tế Nội Bài > TỔNG CỘNG,TỔNG CỘNG,324.239.585.595,328.363.873.139,324239585595.0,328363873139.0
