row_label_raw,row_label_full,col_0,Năm nayVND,Năm trướcVND,numeric__Năm nayVND,numeric__Năm trướcVND
Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,2.070.657.838.659,9.976.042.909.798,2070657838659.0,9976042909798.0
Các khoản điều chỉnh tăng,Các khoản điều chỉnh tăng,Các khoản điều chỉnh tăng,258.032.547.698,482.327.229.423,258032547698.0,482327229423.0
Khấu hao tài sản cố định tạm tăng,Khấu hao tài sản cố định tạm tăng,Khấu hao tài sản cố định tạm tăng,210.770.330.525,379.908.140.920,210770330525.0,379908140920.0
Trích trước chi phí thuê đất,Trích trước chi phí thuê đất,Trích trước chi phí thuê đất,34.255.236.794,76.784.406.419,34255236794.0,76784406419.0
Chi phí sửa chữa (chưa có hóa đơn),Chi phí sửa chữa (chưa có hóa đơn),Chi phí sửa chữa (chưa có hóa đơn),5.341.198.531,21.419.965.899,5341198531.0,21419965899.0
Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền và phải thu có gốc ngoại tệ,Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền và phải thu có gốc ngoại tệ,Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền và phải thu có gốc ngoại tệ,3.366.312.108,2.533.166.542,3366312108.0,2533166542.0
Dự phòng nợ phải thu khó đòi,Dự phòng nợ phải thu khó đòi,Dự phòng nợ phải thu khó đòi,1.109.822.176,-,1109822176.0,
Dự phòng khoản đầu tư,Dự phòng khoản đầu tư,Dự phòng khoản đầu tư,1.801.258.736,-,1801258736.0,
Chi phí loại trừ khi tính thuế,Chi phí loại trừ khi tính thuế,Chi phí loại trừ khi tính thuế,1.388.388.828,1.681.549.643,1388388828.0,1681549643.0
Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,(480.645.679.779),(518.882.321.385),-480645679779.0,-518882321385.0
Khấu hao tài sản tạm tăng(chưa có hóa đơn),Khấu hao tài sản tạm tăng(chưa có hóa đơn),Khấu hao tài sản tạm tăng(chưa có hóa đơn),(379.908.140.920),(391.291.302.014),-379908140920.0,-391291302014.0
Chi phí thuê đất,Chi phí thuê đất,Chi phí thuê đất,(76.784.406.419),(77.681.326.505),-76784406419.0,-77681326505.0
Chi phí sửa chữa (chưa có hóa đơn),Chi phí sửa chữa (chưa có hóa đơn),Chi phí sửa chữa (chưa có hóa đơn),(21.419.965.898),(44.309.006.185),-21419965898.0,-44309006185.0
Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền và phải thu có gốc ngoại tệ,Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền và phải thu có gốc ngoại tệ,Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền và phải thu có gốc ngoại tệ,(2.533.166.542),(4.300.686.681),-2533166542.0,-4300686681.0
Dự phòng khoản đầu tư,Dự phòng khoản đầu tư,Dự phòng khoản đầu tư,-,(1.300.000.000),,-1300000000.0
Thu nhập không chịu thuế,Thu nhập không chịu thuế,Thu nhập không chịu thuế,(281.762.521.000),(310.644.229.000),-281762521000.0,-310644229000.0
Thu nhập tính thuế kỳ hiện hành,Thu nhập tính thuế kỳ hiện hành,Thu nhập tính thuế kỳ hiện hành,1.566.282.185.578,9.628.843.588.836,1566282185578.0,9628843588836.0
Thuế suất thông thường,Thuế suất thông thường,Thuế suất thông thường,20%,20%,0.2,0.2
Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,313.256.437.116,1.925.768.717.767,313256437116.0,1925768717767.0
