row_label_raw,row_label_full,Bên liên quan,Số cuối năm VND,Số đầu năm VND,numeric__Số cuối năm VND,numeric__Số đầu năm VND
Phải thu của khách hàng là các bên liên quan,Phải thu của khách hàng là các bên liên quan,Phải thu của khách hàng là các bên liên quan,Phải thu của khách hàng là các bên liên quan,Phải thu của khách hàng là các bên liên quan,,
Công ty Cổ phần Phục vụ Mặt đất Sài Gòn,Phải thu của khách hàng là các bên liên quan > Công ty Cổ phần Phục vụ Mặt đất Sài Gòn,Công ty Cổ phần Phục vụ Mặt đất Sài Gòn,9.788.110.444,23.979.029.890,9788110444.0,23979029890.0
Công ty Cổ phần Dịch vụ Hàng không,Phải thu của khách hàng là các bên liên quan > Công ty Cổ phần Dịch vụ Hàng không,Công ty Cổ phần Dịch vụ Hàng không,7.831.198.536,37.641.233.318,7831198536.0,37641233318.0
Sân bay Tân Sơn Nhất,Sân bay Tân Sơn Nhất,Sân bay Tân Sơn Nhất,,,,
Công ty Cổ phần Phục vụ Mặt đất Hà Nội,Sân bay Tân Sơn Nhất > Công ty Cổ phần Phục vụ Mặt đất Hà Nội,Công ty Cổ phần Phục vụ Mặt đất Hà Nội,4.217.816.745,13.632.131.868,4217816745.0,13632131868.0
Công ty Cổ phần Dịch vụ Hàng hóa,Sân bay Tân Sơn Nhất > Công ty Cổ phần Dịch vụ Hàng hóa,Công ty Cổ phần Dịch vụ Hàng hóa,1.599.902.943,1.004.782.550,1599902943.0,1004782550.0
Hàng không Việt Nam,Hàng không Việt Nam,Hàng không Việt Nam,,,,
Công ty Cổ phần Vận tải Hàng không Miền Nam,Hàng không Việt Nam > Công ty Cổ phần Vận tải Hàng không Miền Nam,Công ty Cổ phần Vận tải Hàng không Miền Nam,849.065.895,182.018.127,849065895.0,182018127.0
Công ty Cổ phần Dịch vụ Nhiên liệu,Hàng không Việt Nam > Công ty Cổ phần Dịch vụ Nhiên liệu,Công ty Cổ phần Dịch vụ Nhiên liệu,2.893.391,2.741.471,2893391.0,2741471.0
Hàng không Nội Bài,Hàng không Nội Bài,Hàng không Nội Bài,,,,
Công ty TNHH Dịch vụ Bảo dưỡng Máy bay,Hàng không Nội Bài > Công ty TNHH Dịch vụ Bảo dưỡng Máy bay,Công ty TNHH Dịch vụ Bảo dưỡng Máy bay,-,221.001.265,,221001265.0
Cáng hàng không Miền Nam,Cáng hàng không Miền Nam,Cáng hàng không Miền Nam,,,,
,,,24.288.987.954,76.662.938.489,24288987954.0,76662938489.0
Phải thu khác đối với các bên liên quan,Phải thu khác đối với các bên liên quan,Phải thu khác đối với các bên liên quan,Phải thu khác đối với các bên liên quan,Phải thu khác đối với các bên liên quan,,
Công ty Cổ phần Vận tải Hàng không Miền Nam,Phải thu khác đối với các bên liên quan > Công ty Cổ phần Vận tải Hàng không Miền Nam,Công ty Cổ phần Vận tải Hàng không Miền Nam,-,652.500.000,,652500000.0
Công ty Cổ phần Dịch vụ Nhiên liệu,Phải thu khác đối với các bên liên quan > Công ty Cổ phần Dịch vụ Nhiên liệu,Công ty Cổ phần Dịch vụ Nhiên liệu,-,121.808.979,,121808979.0
Hàng không Nội Bài,Hàng không Nội Bài,Hàng không Nội Bài,,,,
Công ty Cổ phần Dịch vụ Hàng không,Hàng không Nội Bài > Công ty Cổ phần Dịch vụ Hàng không,Công ty Cổ phần Dịch vụ Hàng không,-,756.636,,756636.0
Sân bay Tân Sơn Nhất,Sân bay Tân Sơn Nhất,Sân bay Tân Sơn Nhất,,,,
,,,-,775.065.615,,775065615.0
Phải trả nhà cung cấp là các bên liên quan,Phải trả nhà cung cấp là các bên liên quan,Phải trả nhà cung cấp là các bên liên quan,Phải trả nhà cung cấp là các bên liên quan,Phải trả nhà cung cấp là các bên liên quan,,
Công ty Cổ phần Phục vụ Mặt đất Sài Gòn,Phải trả nhà cung cấp là các bên liên quan > Công ty Cổ phần Phục vụ Mặt đất Sài Gòn,Công ty Cổ phần Phục vụ Mặt đất Sài Gòn,2.329.114.601,-,2329114601.0,
Công ty Cổ phần Dịch vụ Nhiên liệu hàng không,Phải trả nhà cung cấp là các bên liên quan > Công ty Cổ phần Dịch vụ Nhiên liệu hàng không,Công ty Cổ phần Dịch vụ Nhiên liệu hàng không,1.573.976.547,10.854.649.597,1573976547.0,10854649597.0
Nội Bài,Nội Bài,Nội Bài,,,,
Công ty Cổ phần Dịch vụ Hàng không,Nội Bài > Công ty Cổ phần Dịch vụ Hàng không,Công ty Cổ phần Dịch vụ Hàng không,1.269.009.884,2.907.133.300,1269009884.0,2907133300.0
sân bay Tân Sơn Nhất,sân bay Tân Sơn Nhất,sân bay Tân Sơn Nhất,,,,
Công ty Cổ phần Phục vụ Mặt đất Hà Nội,sân bay Tân Sơn Nhất > Công ty Cổ phần Phục vụ Mặt đất Hà Nội,Công ty Cổ phần Phục vụ Mặt đất Hà Nội,634.790.648,657.882.225,634790648.0,657882225.0
Công ty Cổ phần Thương mại Hàng không,sân bay Tân Sơn Nhất > Công ty Cổ phần Thương mại Hàng không,Công ty Cổ phần Thương mại Hàng không,25.714.000,80.324.000,25714000.0,80324000.0
Miền Nam,Miền Nam,Miền Nam,,,,
Công ty Cổ phần Vận tải Hàng không Miền Nam,Miền Nam > Công ty Cổ phần Vận tải Hàng không Miền Nam,Công ty Cổ phần Vận tải Hàng không Miền Nam,8.139.314,73.606.506,8139314.0,73606506.0
Công ty Cổ phần Dịch vụ Hàng hóa,Miền Nam > Công ty Cổ phần Dịch vụ Hàng hóa,Công ty Cổ phần Dịch vụ Hàng hóa,-,32.643.050,,32643050.0
Hàng không Việt Nam,Hàng không Việt Nam,Hàng không Việt Nam,,,,
,,,5.840.744.994,14.606.238.678,5840744994.0,14606238678.0
Người mua là các bên liên quan trả tiền trước,Người mua là các bên liên quan trả tiền trước,Người mua là các bên liên quan trả tiền trước,Người mua là các bên liên quan trả tiền trước,Người mua là các bên liên quan trả tiền trước,,
Công ty TNHH Dịch vụ Bảo dưỡng Máy bay Cảng hàng không Miền Nam,Người mua là các bên liên quan trả tiền trước > Công ty TNHH Dịch vụ Bảo dưỡng Máy bay Cảng hàng không Miền Nam,Công ty TNHH Dịch vụ Bảo dưỡng Máy bay Cảng hàng không Miền Nam,282.478.864,-,282478864.0,
