row_label_raw,row_label_full,CHỈ TIÊU > Lưu chuyển tiền thuần trong năm > Tiền đầu năm,Mã số > 50 > 60,Thuyết minh,Số cuối năm VND > 157.648.529.231 > 343.632.448.037,Số đầu năm VND > (283.961.032.713) > 627.594.542.751,numeric__Mã số > 50 > 60,numeric__Thuyết minh,numeric__Số cuối năm VND > 157.648.529.231 > 343.632.448.037,numeric__Số đầu năm VND > (283.961.032.713) > 627.594.542.751
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,61,,(2.538.784.238),(1.062.001),61.0,,-2538784238.0,-1062001.0
Tiền cuối năm,Tiền cuối năm,Tiền cuối năm,70,4,498.742.193.030,343.632.448.037,70.0,4.0,498742193030.0,343632448037.0
