row_label_raw,row_label_full,Ông Lại Xuân Thanh,Chủ tịch,numeric__Chủ tịch
Ông Vũ Thế Phiệt,Ông Vũ Thế Phiệt,Ông Vũ Thế Phiệt,Thành viên,
Ông Đào Việt Dũng,Ông Đào Việt Dũng,Ông Đào Việt Dũng,Thành viên,
Bà Lê Thị Diệu Thủy,Bà Lê Thị Diệu Thủy,Bà Lê Thị Diệu Thủy,Thành viên,
