row_label_raw,row_label_full,col_0,Năm nayVND,Năm trướcVND,numeric__Năm nayVND,numeric__Năm trướcVND
Chi phí nhân viên quản lý,Chi phí nhân viên quản lý,Chi phí nhân viên quản lý,420.891.357.920,602.524.169.489,420891357920.0,602524169489.0
Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,35.259.222.394,35.542.759.572,35259222394.0,35542759572.0
Chi phí phúc lợi cho người lao động,Chi phí phúc lợi cho người lao động,Chi phí phúc lợi cho người lao động,26.103.401.348,181.298.316.295,26103401348.0,181298316295.0
Chi phí dịch vụ mua ngoài khác,Chi phí dịch vụ mua ngoài khác,Chi phí dịch vụ mua ngoài khác,25.463.673.472,17.609.867.260,25463673472.0,17609867260.0
Chi phí sửa chữa tài sản,Chi phí sửa chữa tài sản,Chi phí sửa chữa tài sản,19.987.891.509,12.330.820.838,19987891509.0,12330820838.0
"Chi phí điện, nước, thông tin liên lạc","Chi phí điện, nước, thông tin liên lạc","Chi phí điện, nước, thông tin liên lạc",16.835.785.278,18.510.580.838,16835785278.0,18510580838.0
"Thuế, phí, lệ phí","Thuế, phí, lệ phí","Thuế, phí, lệ phí",13.786.971.230,20.977.227.198,13786971230.0,20977227198.0
Công tác phí,Công tác phí,Công tác phí,13.094.396.128,26.389.799.763,13094396128.0,26389799763.0
Trích lập (hoàn nhập) dự phòng,Trích lập (hoàn nhập) dự phòng,Trích lập (hoàn nhập) dự phòng,26.557.112.309,(17.424.000),26557112309.0,-17424000.0
nợ phải thu khó đòi,nợ phải thu khó đòi,nợ phải thu khó đòi,,,,
"Chi phí vật liệu, đồ dùng văn phòng","nợ phải thu khó đòi > Chi phí vật liệu, đồ dùng văn phòng","Chi phí vật liệu, đồ dùng văn phòng",8.568.970.890,11.669.879.083,8568970890.0,11669879083.0
Chi phí bằng tiền khác,nợ phải thu khó đòi > Chi phí bằng tiền khác,Chi phí bằng tiền khác,54.280.171.299,70.065.788.369,54280171299.0,70065788369.0
TỔNG CỘNG,nợ phải thu khó đòi > TỔNG CỘNG,TỔNG CỘNG,660.828.953.777,996.901.784.705,660828953777.0,996901784705.0
