row_label_raw,row_label_full,col_0,Vốn cổ phầnVND,Thặng dưvốn cổ phầnVND,Quỹ đầu tưphát triểnVND,Lợi nhuận sau thuếchưa phân phốiVND,TổngVND,numeric__Vốn cổ phầnVND,numeric__Thặng dưvốn cổ phầnVND,numeric__Quỹ đầu tưphát triểnVND,numeric__Lợi nhuận sau thuếchưa phân phốiVND,numeric__TổngVND
1 tháng 1 năm 2024,1 tháng 1 năm 2024,1 tháng 1 năm 2024,7.676.047.590.000,2.742.998.570.000,2.223.693.823,1.973.190.292.483,12.394.460.146.306,7676047590000.0,2742998570000.0,2223693823.0,1973190292483.0,12394460146306.0
Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,-,-,-,14.395.899.931,14.395.899.931,,,,14395899931.0,14395899931.0
31 tháng 12 năm 2024,31 tháng 12 năm 2024,31 tháng 12 năm 2024,7.676.047.590.000,2.742.998.570.000,2.223.693.823,1.987.586.192.414,12.408.856.046.237,7676047590000.0,2742998570000.0,2223693823.0,1987586192414.0,12408856046237.0
1 tháng 1 năm 2025,1 tháng 1 năm 2025,1 tháng 1 năm 2025,7.676.047.590.000,2.742.998.570.000,2.223.693.823,1.987.586.192.414,12.408.856.046.237,7676047590000.0,2742998570000.0,2223693823.0,1987586192414.0,12408856046237.0
Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,-,-,-,35.188.208.061,35.188.208.061,,,,35188208061.0,35188208061.0
Tăng vốn trong năm (*),Tăng vốn trong năm (*),Tăng vốn trong năm (*),1.741.500.000.000,2.420.685.000.000,-,-,4.162.185.000.000,1741500000000.0,2420685000000.0,,,4162185000000.0
Chỉ phí phát hành cổ phiếu,Chỉ phí phát hành cổ phiếu,Chỉ phí phát hành cổ phiếu,-,(990.000.000),-,-,(990.000.000),,-990000000.0,,,-990000000.0
31 tháng 12 năm 2025,31 tháng 12 năm 2025,31 tháng 12 năm 2025,9.417.547.590.000,5.162.693.570.000,2.223.693.823,2.022.774.400.475,16.605.239.254.298,9417547590000.0,5162693570000.0,2223693823.0,2022774400475.0,16605239254298.0
