row_label_raw,row_label_full,col_0,31 tháng 12 năm 2025VND,31 tháng 12 năm 2024VND,numeric__31 tháng 12 năm 2025VND,numeric__31 tháng 12 năm 2024VND
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Phí môi giới chuyển nhượng bất động sản,Ngắn hạn > Phí môi giới chuyển nhượng bất động sản,Phí môi giới chuyển nhượng bất động sản,59.181.682.347,59.181.682.347,59181682347.0,59181682347.0
Chi phí trả trước ngắn hạn khác,Ngắn hạn > Chi phí trả trước ngắn hạn khác,Chi phí trả trước ngắn hạn khác,489.024.892,74.240.107,489024892.0,74240107.0
,,,59.670.707.239,59.255.922.454,59670707239.0,59255922454.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Chi phí sửa chữa cơ sở hạ tầng,Dài hạn > Chi phí sửa chữa cơ sở hạ tầng,Chi phí sửa chữa cơ sở hạ tầng,9.072.315.980,12.625.389.082,9072315980.0,12625389082.0
Phí thu xếp khoản vay,Dài hạn > Phí thu xếp khoản vay,Phí thu xếp khoản vay,30.360.333.333,-,30360333333.0,
Công cụ và dụng cụ,Dài hạn > Công cụ và dụng cụ,Công cụ và dụng cụ,1.868.666.023,923.503.198,1868666023.0,923503198.0
,,,41.301.315.336,13.548.892.280,41301315336.0,13548892280.0
,,,100.972.022.575,72.804.814.734,100972022575.0,72804814734.0
