row_label_raw,row_label_full,col_0,Tỷ lệ lợi ích (%),Tỷ lệ lợi ích (%)_1,Tỷ lệ biểu quyết (%),Tỷ lệ biểu quyết (%)_1,Thông tin công ty,numeric__Tỷ lệ lợi ích (%),numeric__Tỷ lệ lợi ích (%)_1,numeric__Tỷ lệ biểu quyết (%),numeric__Tỷ lệ biểu quyết (%)_1,numeric__Thông tin công ty
,,,31 tháng 12 năm 2025,31 tháng 12 năm 2024,31 tháng 12 năm 2025,31 tháng 12 năm 2024,Thông tin công ty,,,,,
Công ty Cổ phần Công nghệ Viễn thông Sài Gòn,Công ty Cổ phần Công nghệ Viễn thông Sài Gòn,Công ty Cổ phần Công nghệ Viễn thông Sài Gòn,"21,48","21,48","21,48","21,48",(i),21.48,21.48,21.48,21.48,
Công ty Cổ phần Khu công nghiệp Sài Gòn - Nhơn Hội,Công ty Cổ phần Khu công nghiệp Sài Gòn - Nhơn Hội,Công ty Cổ phần Khu công nghiệp Sài Gòn - Nhơn Hội,"37,20","35,49","42,76","45,00",(ii),37.2,35.49,42.76,45.0,
Công ty Cổ phần Đầu tư Sài Gòn - Đà Nẵng,Công ty Cổ phần Đầu tư Sài Gòn - Đà Nẵng,Công ty Cổ phần Đầu tư Sài Gòn - Đà Nẵng,"46,19","48,00","46,25","48,00",(iii),46.19,48.0,46.25,48.0,
Công ty Cổ phần Scanviwood,Công ty Cổ phần Scanviwood,Công ty Cổ phần Scanviwood,"34,00","34,00","34,00","34,00",(iv),34.0,34.0,34.0,34.0,
