row_label_raw,row_label_full,col_0,Tổng sốVND,31 tháng 12 năm 2025,31 tháng 12 năm 2025_1,Tổng sốVND_1,31 tháng 12 năm 2024,31 tháng 12 năm 2024_1,numeric__Tổng sốVND,numeric__31 tháng 12 năm 2025,numeric__31 tháng 12 năm 2025_1,numeric__Tổng sốVND_1,numeric__31 tháng 12 năm 2024,numeric__31 tháng 12 năm 2024_1
,,,Tổng sốVND,Cổ phiếu thườngVND,Cổ phiếu ưu đãiVND,Tổng sốVND,Cổ phiếu thườngVND,Cổ phiếu ưu đãiVND,,,,,,
Vốn cổ phần,Vốn cổ phần,Vốn cổ phần,9.417.547.590.000,9.417.547.590.000,-,7.676.047.590.000,7.676.047.590.000,-,9417547590000.0,9417547590000.0,,7676047590000.0,7676047590000.0,
Thặng dư vốn cổ phần,Thặng dư vốn cổ phần,Thặng dư vốn cổ phần,5.162.693.570.000,5.162.693.570.000,-,2.742.998.570.000,2.742.998.570.000,-,5162693570000.0,5162693570000.0,,2742998570000.0,2742998570000.0,
,,,14.580.241.160.000,14.580.241.160.000,-,10.419.046.160.000,10.419.046.160.000,-,14580241160000.0,14580241160000.0,,10419046160000.0,10419046160000.0,
