row_label_raw,row_label_full,col_0,Số lượngcổ phiếu,31 tháng 12 năm 2025 > Giá trị ghi sốVND,31 tháng 12 năm 2025 > Giá trịhợp lýVND,31 tháng 12 năm 2025 > Dự phòngVND,31 tháng 12 năm 2025 > Số lượngcổ phiếu,31 tháng 12 năm 2024 > Giá trị ghi sốVND,31 tháng 12 năm 2024 > Giá trịhợp lýVND,31 tháng 12 năm 2024 > Dự phòngVND,numeric__Số lượngcổ phiếu,numeric__31 tháng 12 năm 2025 > Giá trị ghi sốVND,numeric__31 tháng 12 năm 2025 > Giá trịhợp lýVND,numeric__31 tháng 12 năm 2025 > Dự phòngVND,numeric__31 tháng 12 năm 2025 > Số lượngcổ phiếu,numeric__31 tháng 12 năm 2024 > Giá trị ghi sốVND,numeric__31 tháng 12 năm 2024 > Giá trịhợp lýVND,numeric__31 tháng 12 năm 2024 > Dự phòngVND
Công ty Cổ phần Công nghệ Viễn thông Sài Gòn,Công ty Cổ phần Công nghệ Viễn thông Sài Gòn,Công ty Cổ phần Công nghệ Viễn thông Sài Gòn,31.793.846,582.461.891.074,519.829.382.100,62.632.508.974,31.793.846,582.461.891.074,548.807.843.500,33.654.047.574,31793846.0,582461891074.0,519829382100.0,62632508974.0,31793846.0,582461891074.0,548807843500.0,33654047574.0
Công ty Cổ phần Khu công nghiệp Sài Gòn - Nhơn Hội,Công ty Cổ phần Khu công nghiệp Sài Gòn - Nhơn Hội,Công ty Cổ phần Khu công nghiệp Sài Gòn - Nhơn Hội,12.000.000,120.000.000.000,(*),-,12.000.000,120.000.000.000,(*),-,12000000.0,120000000000.0,,,12000000.0,120000000000.0,,
Công ty Cổ phần Đầu tư Sài Gòn - Đà Nẵng,Công ty Cổ phần Đầu tư Sài Gòn - Đà Nẵng,Công ty Cổ phần Đầu tư Sài Gòn - Đà Nẵng,8.900.000,89.000.000.000,(*),-,9.600.000,96.000.000.000,(*),-,8900000.0,89000000000.0,,,9600000.0,96000000000.0,,
Công ty Cổ phần Scanviwood,Công ty Cổ phần Scanviwood,Công ty Cổ phần Scanviwood,1.077.528,7.204.600.000,(*),7.204.600.000,1.077.528,7.204.600.000,(*),7.204.600.000,1077528.0,7204600000.0,,7204600000.0,1077528.0,7204600000.0,,7204600000.0
,,,,798.666.491.074,,69.837.108.974,,805.666.491.074,,40.858.647.574,,798666491074.0,,69837108974.0,,805666491074.0,,40858647574.0
