row_label_raw,row_label_full,col_0,Năm,numeric__Năm
Nhà xuống,Nhà xuống,Nhà xuống,8,8.0
Chi phí phát triển đất và cơ sở hạ tầng,Chi phí phát triển đất và cơ sở hạ tầng,Chi phí phát triển đất và cơ sở hạ tầng,40,40.0
