row_label_raw,row_label_full,col_0,31 tháng 12 năm 2025,31 tháng 12 năm 2025_1,31 tháng 12 năm 2024,31 tháng 12 năm 2024_1,numeric__31 tháng 12 năm 2025,numeric__31 tháng 12 năm 2025_1,numeric__31 tháng 12 năm 2024,numeric__31 tháng 12 năm 2024_1
,,,Giá gốcVND,Dự phòngVND,Giá gốcVND,Dự phòngVND,,,,
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,,,
Công ty Cổ phần Du lịch Sài Gòn,Ngắn hạn > Công ty Cổ phần Du lịch Sài Gòn,Công ty Cổ phần Du lịch Sài Gòn,500.000.000,(500.000.000),500.000.000,(500.000.000),500000000.0,-500000000.0,500000000.0,-500000000.0
Công ty Cổ phần Khu công nghiệp Sài Gòn - Tây Ninh,Ngắn hạn > Công ty Cổ phần Khu công nghiệp Sài Gòn - Tây Ninh,Công ty Cổ phần Khu công nghiệp Sài Gòn - Tây Ninh,-,-,300.000.000,-,,,300000000.0,
,,,500.000.000,(500.000.000),800.000.000,(500.000.000),500000000.0,-500000000.0,800000000.0,-500000000.0
