row_label_raw,row_label_full,Các bên có liên quan,Bản chất giao dịch,Năm kết thúc ngày31 tháng 12 năm 2025VND,Năm kết thúc ngày31 tháng 12 năm 2024VND,numeric__Bản chất giao dịch,numeric__Năm kết thúc ngày31 tháng 12 năm 2025VND,numeric__Năm kết thúc ngày31 tháng 12 năm 2024VND
Công ty Cổ phần Khu công nghiệpSài Gòn - Bắc Giang,Công ty Cổ phần Khu công nghiệpSài Gòn - Bắc Giang,Công ty Cổ phần Khu công nghiệpSài Gòn - Bắc Giang,Chi phí lãi vay,143.587.092.517,263.322.183.492,,143587092517.0,263322183492.0
Công ty Cổ phần Khu công nghiệpSài Gòn - Bắc Giang,Công ty Cổ phần Khu công nghiệpSài Gòn - Bắc Giang,Công ty Cổ phần Khu công nghiệpSài Gòn - Bắc Giang,Nhận tiền vay,73.600.000.000,111.100.000.000,,73600000000.0,111100000000.0
Công ty Cổ phần Khu công nghiệpSài Gòn - Bắc Giang,Công ty Cổ phần Khu công nghiệpSài Gòn - Bắc Giang,Công ty Cổ phần Khu công nghiệpSài Gòn - Bắc Giang,Trả nợ gốc vay,3.504.477.741.470,272.500.000.000,,3504477741470.0,272500000000.0
Công ty Cổ phần Khu công nghiệpSài Gòn - Bắc Giang,Công ty Cổ phần Khu công nghiệpSài Gòn - Bắc Giang,Công ty Cổ phần Khu công nghiệpSài Gòn - Bắc Giang,Trả lãi vay,251.339.349.460,118.635.068.502,,251339349460.0,118635068502.0
Công ty Cổ phần Khu Công nghiệpSài Gòn - Hải Phòng,Công ty Cổ phần Khu Công nghiệpSài Gòn - Hải Phòng,Công ty Cổ phần Khu Công nghiệpSài Gòn - Hải Phòng,Chi phí lãi vay,67.716.518.073,110.584.253.028,,67716518073.0,110584253028.0
Công ty Cổ phần Khu Công nghiệpSài Gòn - Hải Phòng,Công ty Cổ phần Khu Công nghiệpSài Gòn - Hải Phòng,Công ty Cổ phần Khu Công nghiệpSài Gòn - Hải Phòng,Nhận tiền vay,353.200.000.000,-,,353200000000.0,
Công ty Cổ phần Khu Công nghiệpSài Gòn - Hải Phòng,Công ty Cổ phần Khu Công nghiệpSài Gòn - Hải Phòng,Công ty Cổ phần Khu Công nghiệpSài Gòn - Hải Phòng,Trả nợ gốc vay,1.391.154.812.985,1.000.000.000.000,,1391154812985.0,1000000000000.0
Công ty Cổ phần Khu Công nghiệpSài Gòn - Hải Phòng,Công ty Cổ phần Khu Công nghiệpSài Gòn - Hải Phòng,Công ty Cổ phần Khu Công nghiệpSài Gòn - Hải Phòng,Trả lãi vay,117.850.000.000,-,,117850000000.0,
Công ty Cổ phần Khu Công nghiệpSài Gòn - Hải Phòng,Công ty Cổ phần Khu Công nghiệpSài Gòn - Hải Phòng,Công ty Cổ phần Khu Công nghiệpSài Gòn - Hải Phòng,Nhận tiền hợp tác đầu tư,1.100.000.000.000,-,,1100000000000.0,
Công ty Cổ phần Khu Công nghiệpSài Gòn - Hải Phòng,Công ty Cổ phần Khu Công nghiệpSài Gòn - Hải Phòng,Công ty Cổ phần Khu Công nghiệpSài Gòn - Hải Phòng,Chi phí hợp tác đầu tư,40.360.273.973,-,,40360273973.0,
Công ty Cổ phần Phát triển Đô thịSài Gòn Tây Bắc,Công ty Cổ phần Phát triển Đô thịSài Gòn Tây Bắc,Công ty Cổ phần Phát triển Đô thịSài Gòn Tây Bắc,Chi phí lãi vay,7.160.000.000,6.551.890.411,,7160000000.0,6551890411.0
Công ty Cổ phần Phát triển Đô thịSài Gòn Tây Bắc,Công ty Cổ phần Phát triển Đô thịSài Gòn Tây Bắc,Công ty Cổ phần Phát triển Đô thịSài Gòn Tây Bắc,Nhận tiền vay,-,89.500.000.000,,,89500000000.0
Công ty TNHH Một thành viênPhát triển Đô thị Tràng Cát,Công ty TNHH Một thành viênPhát triển Đô thị Tràng Cát,Công ty TNHH Một thành viênPhát triển Đô thị Tràng Cát,Chi phí lãi vay,129.338.739.952,13.073.686.672,,129338739952.0,13073686672.0
Công ty TNHH Một thành viênPhát triển Đô thị Tràng Cát,Công ty TNHH Một thành viênPhát triển Đô thị Tràng Cát,Công ty TNHH Một thành viênPhát triển Đô thị Tràng Cát,Nhận tiền vay,2.794.185.000.000,1.175.000.000.000,,2794185000000.0,1175000000000.0
Công ty TNHH Một thành viênPhát triển Đô thị Tràng Cát,Công ty TNHH Một thành viênPhát triển Đô thị Tràng Cát,Công ty TNHH Một thành viênPhát triển Đô thị Tràng Cát,Trả nợ gốc vay,1.028.227.101.749,287.095.890.411,,1028227101749.0,287095890411.0
Công ty TNHH Một thành viênPhát triển Đô thị Tràng Cát,Công ty TNHH Một thành viênPhát triển Đô thị Tràng Cát,Công ty TNHH Một thành viênPhát triển Đô thị Tràng Cát,Trả lãi vay,39.719.720.075,904.109.589,,39719720075.0,904109589.0
Công ty TNHH Một thành viênPhát triển Đô thị Tràng Cát,Công ty TNHH Một thành viênPhát triển Đô thị Tràng Cát,Công ty TNHH Một thành viênPhát triển Đô thị Tràng Cát,Hoàn tất giao dịch góp vốn vàocông ty con,-,5.628.209.000.000,,,5628209000000.0
Công ty TNHH Phát triển Cơ sởHạ tầng Công nghiệp Tân Tập,Công ty TNHH Phát triển Cơ sởHạ tầng Công nghiệp Tân Tập,Công ty TNHH Phát triển Cơ sởHạ tầng Công nghiệp Tân Tập,Chi phí lãi vay,2.416.438.357,5.187.945.205,,2416438357.0,5187945205.0
Công ty TNHH Phát triển Cơ sởHạ tầng Công nghiệp Tân Tập,Công ty TNHH Phát triển Cơ sởHạ tầng Công nghiệp Tân Tập,Công ty TNHH Phát triển Cơ sởHạ tầng Công nghiệp Tân Tập,Trả nợ gốc vay,60.000.000.000,50.000.000.000,,60000000000.0,50000000000.0
Công ty Cổ phần Đầu tưPhát triển hạ tầngKhu Công nghệ cao Sài Gòn,Công ty Cổ phần Đầu tưPhát triển hạ tầngKhu Công nghệ cao Sài Gòn,Công ty Cổ phần Đầu tưPhát triển hạ tầngKhu Công nghệ cao Sài Gòn,Chi phí lãi vay,9.000.000,36.000.000,,9000000.0,36000000.0
Công ty Cổ phần Đầu tưPhát triển hạ tầngKhu Công nghệ cao Sài Gòn,Công ty Cổ phần Đầu tưPhát triển hạ tầngKhu Công nghệ cao Sài Gòn,Công ty Cổ phần Đầu tưPhát triển hạ tầngKhu Công nghệ cao Sài Gòn,Trả nợ gốc vay,30.000.000.000,-,,30000000000.0,
Công ty Cổ phần Đầu tưPhát triển hạ tầngKhu Công nghệ cao Sài Gòn,Công ty Cổ phần Đầu tưPhát triển hạ tầngKhu Công nghệ cao Sài Gòn,Công ty Cổ phần Đầu tưPhát triển hạ tầngKhu Công nghệ cao Sài Gòn,Trả lãi vay,598.879.723,-,,598879723.0,
Công ty TNHH MTV Kinh doanhVăn phòng và Nhà xưởng Kinh Bắc,Công ty TNHH MTV Kinh doanhVăn phòng và Nhà xưởng Kinh Bắc,Công ty TNHH MTV Kinh doanhVăn phòng và Nhà xưởng Kinh Bắc,Góp vốn,7.094.560.000.000,-,,7094560000000.0,
Công ty TNHH MTV Kinh doanhVăn phòng và Nhà xưởng Kinh Bắc,Công ty TNHH MTV Kinh doanhVăn phòng và Nhà xưởng Kinh Bắc,Công ty TNHH MTV Kinh doanhVăn phòng và Nhà xưởng Kinh Bắc,Chi phí lãi vay,2.349.327.670,-,,2349327670.0,
