row_label_raw,row_label_full,col_0,Năm,numeric__Năm
"Nhà cửa, vật kiến trúc (bao gồm chi phí phát triển đất và cơ sở hạ tầng)","Nhà cửa, vật kiến trúc (bao gồm chi phí phát triển đất và cơ sở hạ tầng)","Nhà cửa, vật kiến trúc (bao gồm chi phí phát triển đất và cơ sở hạ tầng)",8 - 45,
Máy móc thiết bị,Máy móc thiết bị,Máy móc thiết bị,8 - 10,
Phương tiện vận tải,Phương tiện vận tải,Phương tiện vận tải,4 - 10,
Thiết bị văn phòng,Thiết bị văn phòng,Thiết bị văn phòng,3 - 8,
Tái sản cố định khác,Tái sản cố định khác,Tái sản cố định khác,3 - 8,
