row_label_raw,row_label_full,col_0,31 tháng 12 năm 2025 > Giá trịVND,31 tháng 12 năm 2025 > Số có khả năngtrà nợVND,31 tháng 12 năm 2024 > Giá trịVND,31 tháng 12 năm 2024 > Số có khả năngtrà nợVND,numeric__31 tháng 12 năm 2025 > Giá trịVND,numeric__31 tháng 12 năm 2025 > Số có khả năngtrà nợVND,numeric__31 tháng 12 năm 2024 > Giá trịVND,numeric__31 tháng 12 năm 2024 > Số có khả năngtrà nợVND
Công ty TNHH Xây dựng Thương mại và Vận tải Đức Thắng,Công ty TNHH Xây dựng Thương mại và Vận tải Đức Thắng,Công ty TNHH Xây dựng Thương mại và Vận tải Đức Thắng,28.007.660.773,28.007.660.773,-,-,28007660773.0,28007660773.0,,
Công ty Cổ phần Đầu tư Trường Phát,Công ty Cổ phần Đầu tư Trường Phát,Công ty Cổ phần Đầu tư Trường Phát,11.781.470.685,11.781.470.685,32.513.768.542,32.513.768.542,11781470685.0,11781470685.0,32513768542.0,32513768542.0
Công ty Cổ phần Kinh doanh Bất động sản HP Land,Công ty Cổ phần Kinh doanh Bất động sản HP Land,Công ty Cổ phần Kinh doanh Bất động sản HP Land,13.019.970.115,13.019.970.115,13.019.970.115,13.019.970.115,13019970115.0,13019970115.0,13019970115.0,13019970115.0
Công ty Cổ phần Tập đoàn đầu tư HTM,Công ty Cổ phần Tập đoàn đầu tư HTM,Công ty Cổ phần Tập đoàn đầu tư HTM,9.688.326.053,9.688.326.053,10.710.288.826,10.710.288.826,9688326053.0,9688326053.0,10710288826.0,10710288826.0
Các nhà cung cấp khác,Các nhà cung cấp khác,Các nhà cung cấp khác,54.154.507.291,54.154.507.291,40.058.068.745,40.058.068.745,54154507291.0,54154507291.0,40058068745.0,40058068745.0
,,,116.651.934.917,116.651.934.917,96.302.096.228,96.302.096.228,116651934917.0,116651934917.0,96302096228.0,96302096228.0
