row_label_raw,row_label_full,Tên công ty,Nơi thành lập và hoạt động,Tỷ lệ lợi ích,Tỷ lệ biểu quyết,Hoạt động kinh doanh chính,numeric__Nơi thành lập và hoạt động,numeric__Tỷ lệ lợi ích,numeric__Tỷ lệ biểu quyết,numeric__Hoạt động kinh doanh chính
Công ty CP Dây cáp điện Việt Nam,Công ty CP Dây cáp điện Việt Nam,Công ty CP Dây cáp điện Việt Nam,TP. Hồ Chí Minh,"65,006%","65,006%",Sản xuất kinh doanh dây và cáp điện,,0.65006,0.65006,
Công ty CP Chế tạo Điện cơ Hà Nội,Công ty CP Chế tạo Điện cơ Hà Nội,Công ty CP Chế tạo Điện cơ Hà Nội,TP. Hà Nội,"65,84%","65,84%","Sản xuất, chế tạo, kinh doanh thiết bị điện",,0.6584,0.6584,
Công ty CP Khí cụ điện 1,Công ty CP Khí cụ điện 1,Công ty CP Khí cụ điện 1,TP. Hà Nội,"51,03%","51,03%","Sản xuất, chế tạo, kinh doanh thiết bị điện",,0.5103,0.5103,
Công ty GELEX Cambodia (tên cũ Công ty CP Thiết bị Điện Việt Nam Cambodia),Công ty GELEX Cambodia (tên cũ Công ty CP Thiết bị Điện Việt Nam Cambodia),Công ty GELEX Cambodia (tên cũ Công ty CP Thiết bị Điện Việt Nam Cambodia),"Phnom Penh, Campuchia","100,00%","100,00%","Kinh doanh, phân phối sản phẩm thiết bị điện",,1.0,1.0,
Công ty CP Chế tạo Bơm Hải Dương,Công ty CP Chế tạo Bơm Hải Dương,Công ty CP Chế tạo Bơm Hải Dương,Tỉnh Hải Dương,"51,25%","51,25%","Sản xuất, chế tạo, kinh doanh máy bơm",,0.5125,0.5125,
