row_label_raw,row_label_full,col_0,Mối quan hệ,Năm 2015,Năm 2014,numeric__Mối quan hệ,numeric__Năm 2015,numeric__Năm 2014
,,,Mối quan hệ,VND,VND,,,
Doanh thu,Doanh thu,Doanh thu,,681.156.221.089,652.911.280.516,,681156221089.0,652911280516.0
Công ty CP Dây cấp điện Việt Nam,Công ty CP Dây cấp điện Việt Nam,Công ty CP Dây cấp điện Việt Nam,Công ty con,570.920.260.544,568.343.486.184,,570920260544.0,568343486184.0
Công ty CP Thiết bị điện,Công ty CP Thiết bị điện,Công ty CP Thiết bị điện,Công ty liên kết,12.520.597.680,18.661.045.750,,12520597680.0,18661045750.0
Công ty CP Chế tạo Điện cơ Hà Nội,Công ty CP Chế tạo Điện cơ Hà Nội,Công ty CP Chế tạo Điện cơ Hà Nội,Công ty con,8.697.244.120,6.071.904.320,,8697244120.0,6071904320.0
Công ty CP Sản xuất và Thương mại EMIC,Công ty CP Sản xuất và Thương mại EMIC,Công ty CP Sản xuất và Thương mại EMIC,Công ty con,58.587.141.625,42.222.892.357,,58587141625.0,42222892357.0
Công ty CP Khí cụ điện 1,Công ty CP Khí cụ điện 1,Công ty CP Khí cụ điện 1,Công ty con,2.369.314.500,3.084.846.000,,2369314500.0,3084846000.0
Công ty GELEX Cambodia (tên cũ Công ty CP Thiết bị Điện Việt Nam Cambodia),Công ty GELEX Cambodia (tên cũ Công ty CP Thiết bị Điện Việt Nam Cambodia),Công ty GELEX Cambodia (tên cũ Công ty CP Thiết bị Điện Việt Nam Cambodia),Công ty con,24.751.354.967,12.130.164.443,,24751354967.0,12130164443.0
Công ty CP Chế tạo Bom Hải Dương,Công ty CP Chế tạo Bom Hải Dương,Công ty CP Chế tạo Bom Hải Dương,Công ty con,512.885.920,-,,512885920.0,
Công ty CP Vật tư và Xây dựng Hà Nội,Công ty CP Vật tư và Xây dựng Hà Nội,Công ty CP Vật tư và Xây dựng Hà Nội,Công ty liên kết,2.325.494.500,1.936.141.500,,2325494500.0,1936141500.0
Công ty Dây đồng Việt Nam CFT,Công ty Dây đồng Việt Nam CFT,Công ty Dây đồng Việt Nam CFT,Công ty liên doanh,471.927.233,460.799.962,,471927233.0,460799962.0
Mua hàng,Mua hàng,Mua hàng,,694.856.476.333,598.031.502.753,,694856476333.0,598031502753.0
Công ty CP Dây cấp điện Việt Nam,Công ty CP Dây cấp điện Việt Nam,Công ty CP Dây cấp điện Việt Nam,Công ty con,3.133.644.387,3.848.145.349,,3133644387.0,3848145349.0
Công ty CP Thiết bị điện,Công ty CP Thiết bị điện,Công ty CP Thiết bị điện,Công ty liên kết,-,32.748.000,,,32748000.0
Công ty CP Chế tạo Điện cơ Hà Nội,Công ty CP Chế tạo Điện cơ Hà Nội,Công ty CP Chế tạo Điện cơ Hà Nội,Công ty con,110.423.793.474,422.308.000,,110423793474.0,422308000.0
Công ty CP Sản xuất và Thương mại EMIC,Công ty CP Sản xuất và Thương mại EMIC,Công ty CP Sản xuất và Thương mại EMIC,Công ty con,124.141.279.511,68.869.011.594,,124141279511.0,68869011594.0
Công ty CP Khí cụ điện 1,Công ty CP Khí cụ điện 1,Công ty CP Khí cụ điện 1,Công ty con,4.999.200,16.999.000,,4999200.0,16999000.0
Công ty CP Chế tạo Bom Hải Dương,Công ty CP Chế tạo Bom Hải Dương,Công ty CP Chế tạo Bom Hải Dương,Công ty con,4.205.140.000,-,,4205140000.0,
Công ty Dây đồng Việt Nam CFT,Công ty Dây đồng Việt Nam CFT,Công ty Dây đồng Việt Nam CFT,Công ty liên doanh,452.947.619.761,524.842.290.810,,452947619761.0,524842290810.0
Công ty TNHH Một thành viên Cadivi Đồng Nai,Công ty TNHH Một thành viên Cadivi Đồng Nai,Công ty TNHH Một thành viên Cadivi Đồng Nai,(*),22.600.000.000,-,,22600000000.0,
Cho vay vốn,Cho vay vốn,Cho vay vốn,,10.000.000.000,6.000.000.000,,10000000000.0,6000000000.0
Công ty CP Sản xuất và Thương mại EMIC,Công ty CP Sản xuất và Thương mại EMIC,Công ty CP Sản xuất và Thương mại EMIC,Công ty liên kết,10.000.000.000,6.000.000.000,,10000000000.0,6000000000.0
Thu hồi vốn cho vay,Thu hồi vốn cho vay,Thu hồi vốn cho vay,,5.735.350.000,-,,5735350000.0,
Công ty CP Khí cụ điện 1,Công ty CP Khí cụ điện 1,Công ty CP Khí cụ điện 1,Công ty con,5.735.350.000,-,,5735350000.0,
Lãi cho vay vốn,Lãi cho vay vốn,Lãi cho vay vốn,,8.025.124.225,8.562.124.156,,8025124225.0,8562124156.0
Công ty CP Dây cấp điện Việt Nam,Công ty CP Dây cấp điện Việt Nam,Công ty CP Dây cấp điện Việt Nam,Công ty con,5.700.000.000,5.937.500.000,,5700000000.0,5937500000.0
Công ty CP Sản xuất và Thương mại EMIC,Công ty CP Sản xuất và Thương mại EMIC,Công ty CP Sản xuất và Thương mại EMIC,Công ty con,458.333.333,282.833.333,,458333333.0,282833333.0
Công ty CP Khí cụ điện 1,Công ty CP Khí cụ điện 1,Công ty CP Khí cụ điện 1,Công ty con,253.683.692,432.415.267,,253683692.0,432415267.0
Công ty CP Kinh doanh Vật tư Thibidi,Công ty CP Kinh doanh Vật tư Thibidi,Công ty CP Kinh doanh Vật tư Thibidi,(*),-,229.055.556,,,229055556.0
Công ty CP Chế tạo Máy điện Việt Nam - Hungari,Công ty CP Chế tạo Máy điện Việt Nam - Hungari,Công ty CP Chế tạo Máy điện Việt Nam - Hungari,Công ty liên kết,743.107.200,774.070.000,,743107200.0,774070000.0
Công ty CP Chế tạo Bom Hải Dương,Công ty CP Chế tạo Bom Hải Dương,Công ty CP Chế tạo Bom Hải Dương,Công ty con,600.000.000,625.000.000,,600000000.0,625000000.0
Công ty CP Vật tư và Xây dựng Hà Nội,Công ty CP Vật tư và Xây dựng Hà Nội,Công ty CP Vật tư và Xây dựng Hà Nội,Công ty liên kết,270.000.000,281.250.000,,270000000.0,281250000.0
