row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2015 > VND,Năm 2014 > VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2015 > VND,numeric__Năm 2014 > VND
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,20,1.357.283.426.331,1.283.672.651.858,,20.0,1357283426331.0,1283672651858.0
02,02,02,2. Các khoản giảm trừ doanh thu,21,7.207.354.930,8.151.897.005,,21.0,7207354930.0,8151897005.0
10,10,10,3. Doanh thu thuần bán hàng và cung cấp dịch vụ,,1.350.076.071.401,1.275.520.754.853,,,1350076071401.0,1275520754853.0
11,11,11,4. Giá vốn hàng bán,22,1.139.357.295.319,1.045.163.800.334,,22.0,1139357295319.0,1045163800334.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,210.718.776.082,230.356.954.519,,,210718776082.0,230356954519.0
21,21,21,6. Doanh thu hoạt động tài chính,23,156.149.387.465,152.197.783.442,,23.0,156149387465.0,152197783442.0
22,22,22,7. Chi phí tài chính,24,971.650.284,(13.858.669.689),,24.0,971650284.0,-13858669689.0
23,23,23,Trong đó: Chi phí lãi vay,,556.154.000,194.258.129,,,556154000.0,194258129.0
25,25,25,8. Chi phí bán hàng,25,20.559.666.575,33.191.081.912,,25.0,20559666575.0,33191081912.0
26,26,26,9. Chi phí quản lý doanh nghiệp,26,62.162.978.295,55.271.429.545,,26.0,62162978295.0,55271429545.0
30,30,30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,283.173.868.393,307.950.896.193,,,283173868393.0,307950896193.0
31,31,31,11. Thu nhập khác,,296.526.042,4.250.604.698,,,296526042.0,4250604698.0
32,32,32,12. Chi phí khác,,319.553.766,40.716.704.426,,,319553766.0,40716704426.0
40,40,40,13. Lợi nhuận khác,,(23.027.724),(36.466.099.728),,,-23027724.0,-36466099728.0
50,50,50,14. Tổng lợi nhuận kế toán trước thuế,,283.150.840.669,271.484.796.465,,,283150840669.0,271484796465.0
51,51,51,15. Chi phí thuế thu nhập doanh nghiệp hiện hành,27,33.499.399.393,40.451.747.086,,27.0,33499399393.0,40451747086.0
52,52,52,16. Chi phí thuế thu nhập doanh nghiệp hoãn lại,,-,-,,,,
60,52 > 60,60,17. Lợi nhuận sau thuế thu nhập doanh nghiệp,,249.651.441.276,231.033.049.379,,,249651441276.0,231033049379.0
